,Artist,Title,spotify_id,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
3364,Photek,Terminus,1tXbqRkyxWC25F4YmHEJhR,0.013,0.581,0.906,0.847,10,0.779,-7.805,0,0.0578,104.827,0.816,0
3365,Dyango,De Mi Enamorate,2iqNAWsLdAEhhUC6wK08Ry,0.748,0.401,0.456,1.27E-06,2,0.326,-8.097,1,0.032,197.549,0.466,0
3366,The Last Days Of Jesus,Life In Line,7M1nJCi9Mr126qqM47rRGp,0.00243,0.579,0.821,0.0133,4,0.127,-6.55,1,0.0308,125.192,0.947,0
3367,Agnostic Front,Rock Star,1AET6G9WxJW9NFxSHOzq7m,0.0466,0.38,0.967,0,0,0.113,-2.12,1,0.0428,99.868,0.77,0
3368,Cotton Candy,The Windsor Tap Recap,4je9MOh9ULUGQi6D2TdLs3,0.91,0.525,0.286,0.605,9,0.208,-9.966,0,0.0412,108.842,0.0377,0
3369,A Tundra,The Doug McComb Over,2jkFFnTMF2WtZi4Pd9tjw9,0.00804,0.41,0.652,0.00947,2,0.0811,-9.919,1,0.075,127.406,0.311,0
3370,The Irish Rovers,Green Grows the Laurel,2gXCzScMbHNO5s3mIjKb0H,0.598,0.515,0.538,0,7,0.245,-10.549,1,0.093,82.203,0.365,0
3371,Workhorse,Serus,3j6kh13Ds8d8wvgvQz1g0g,4.39E-05,0.369,0.817,0.0227,0,0.307,-6.447,1,0.0403,123.352,0.274,0
3372,Knack,Everything I Do,0gmltsWjyXMFTMVdrcqhmM,0.0664,0.472,0.638,7.35E-05,2,0.357,-6.163,1,0.0271,74.948,0.398,0
3373,Deep Puddle Dynamics,June 26th_ 1999 - Slight,1gKi14Xid4KY0KotPV1p7h,0.0006,0.516,0.733,0,1,0.27,-4.985,1,0.0357,88.967,0.0392,0
3374,Juana Molina,Micael,1tVW1KpsxcgNWuiK8tXdUX,0.778,0.512,0.522,0.461,7,0.0997,-11.499,0,0.0278,123.074,0.254,0
3375,Al Duvall,Dark Inside,2StYQFP2PvuCPsz5yafeBB,0.839,0.879,0.406,0,9,0.0357,-11.162,1,0.112,117.989,0.973,0
3376,Tyrone Taylor,Midnight Hour,6gLxmM2tBe0yooUdhvAxlt,0.098,0.857,0.334,0,3,0.0313,-9.929,1,0.0344,82.005,0.798,0
3377,JennyAnyKind,Didn't You Notice,04ArmGuxF4K3XpiRa2zvec,0.00614,0.502,0.732,6.09E-05,0,0.201,-5.875,1,0.03,117.395,0.866,0
3378,Poncho Sanchez,Co Co My My,1k8IPOcPlBzFn9Q9QFo91U,0.599,0.632,0.473,0.412,0,0.016,-13.586,1,0.0553,103.616,0.895,0
3379,Dead Kennedys,The Man with the Dogs,0oKCb8SQUg3B9NyW0tvJw1,0.458,0.34,0.995,0.000122,5,0.507,-3.421,1,0.154,112.07,0.515,0
3380,Britt Nicole,Good Day,2f6VPCdmJTiHDxSMviYovM,0.0351,0.72,0.961,0,1,0.107,-3.052,1,0.185,131.968,0.933,0
3381,Johnny Osbourne,Folly Ranking,276LdgjeTxRVeJOOKZ3gfP,0.00972,0.836,0.564,0,7,0.0338,-13.832,1,0.0991,136.793,0.854,0
3382,Beastie Boys,Shadrach,1vIJBVsuMouxSuDxRtTaYI,0.0633,0.893,0.866,0.000129,2,0.0385,-9.555,1,0.107,100.789,0.748,0
3383,Percy Faith And His Orchestra,The Song From Moulin Rouge,1Q2g3OKXYANhkapk5VjYJi,0.957,0.176,0.245,0.473,7,0.267,-15.887,1,0.0351,89.095,0.186,0
3384,John Berry,Let's Fall In Love This Christmas,2XvRLawqhYJVT70lgIOYHi,0.512,0.679,0.549,4.09E-06,2,0.29,-7.81,1,0.0243,126.464,0.328,0
3385,Spok Frevo Orquestra,Passo De Anjo,0u1CsowOPOWhuKeacVvl14,0.159,0.499,0.808,0.171,5,0.804,-5.476,0,0.23,108.039,0.638,0
3386,Academy/Marriner,Andante Cantabile (String Quartet No 1 In D Major,5yOAS9wr1ZBBvXARMpnbUt,0.969,0.0677,0.0359,0.627,5,0.2,-27.672,1,0.0489,59.561,0.0399,0
3387,Teena Marie,Help Youngblood Get To the Freaky Party,6nfJIjnHj0MW7N1fkgNszX,0.156,0.731,0.892,0.000858,6,0.385,-4.368,0,0.105,99.975,0.881,0
3388,Daouda,Mon coeur balance,44hkB4DhuMOuF534gLndrW,0.538,0.703,0.917,1.46E-05,10,0.124,-10.269,0,0.186,114.668,0.757,0
3389,Ace Da Vinci,D Solo,48wM8kVmb4xuESYzXL9P6N,0.431,0.489,0.782,0,7,0.195,-4.544,1,0.174,145.762,0.613,0
3390,Tracy Byrd,Take Me Fishin',1aql8jwPgYhzEatRzLK9N5,0.738,0.581,0.276,0,9,0.227,-9.417,1,0.034,137.412,0.232,0
3391,Gran Coquivacoa,Frente A Tu Altar,2kJ8E29sfTbwZMJ21BvZQ3,0.742,0.747,0.884,0,11,0.236,-7.936,0,0.191,162.633,0.918,0
3392,Grayson Capps,Give It To Me,1pUsn8eAk9HkCTZ45xxkZE,0.113,0.406,0.9,2.15E-06,4,0.5,-6.79,1,0.0926,202.387,0.619,0
3393,Carl Smith,If You Don't Somebody Else Will,6GfGSomjmGjZsM5netwxWC,0.729,0.694,0.638,0.498,1,0.103,-12.406,0,0.0424,109.415,0.909,0
3394,Sex Pistols,Seventeen,0PgpDLsbk8wnYpgMCynGLz,0.0667,0.347,0.922,0.635,9,0.181,-6.523,1,0.0487,144.004,0.532,0
3395,Patrick Bruel,L'Appart,0PzYXrWzbplvkMNkUPqQiw,0.967,0.46,0.26,0.0334,2,0.69,-17.065,1,0.0449,140.988,0.298,0
3396,Los Rumberos Catalanes,Yo Te Camelo,4vLcRjEGh13QdNxkZQ2eZV,0.247,0.551,0.634,0.000591,3,0.0853,-16.366,1,0.26,80.798,0.84,0
3397,Lou Reed,Intro,5vtXtPjH9NBC79ZOuTHYrF,0.0621,0.381,0.783,0.482,9,0.18,-7.27,1,0.0709,111.059,0.694,0
3398,Bessie Smith,Gin House Blues,6hTgP8AbOQpCsSCGHlFCoB,0.996,0.566,0.121,0.0158,4,0.356,-8.548,1,0.0363,75.89,0.388,0
3399,Death SS,The Healer,4pMER8c01bvThhfl2ExzGo,0.000653,0.508,0.728,0.000916,3,0.221,-7.088,0,0.0315,101.988,0.249,0
3400,Goatwhore,Gravedom,6LyGhDWPiomT0d5JeoKIx7,9.88E-05,0.208,0.974,0.00438,1,0.0871,-8.097,1,0.136,113.806,0.0395,0
3401,Snow Patrol,Just Say Yes,7EEpVPYeW8Ycaw2SlP1u7f,0.0214,0.535,0.883,1.17E-05,9,0.0276,-5.456,1,0.033,108.02,0.253,0
3402,Hey Colossus,The Book of Disquiet,2qYebW23UubX1lVLjimggv,0.308,0.17,0.311,0.867,9,0.279,-10.238,0,0.0338,72.472,0.0632,0
3403,Skeeter Davis,Am I That Easy To Forget,0TzeBQi8xCehTIoETCRQoc,0.876,0.557,0.236,4.49E-06,11,0.27,-10.209,1,0.0251,80.725,0.519,0
3404,The London Pops Orchestra,Moon River,6lolpQ02jU6mNSVw3QHXIa,0.949,0.128,0.177,0.107,5,0.0911,-21.323,1,0.037,88.907,0.072,0
3405,Inspiral Carpets,Commercial Reign,2ERdxKQ5IJo41PqpQA7VNP,0.000198,0.506,0.902,0.156,9,0.251,-4.705,1,0.0458,113.618,0.764,0
3406,Thrice,The Earth Will Shake,3sxnt2O8kPlIdkotvY7qE1,0.00919,0.457,0.871,0.115,9,0.138,-4.654,0,0.0681,125.157,0.126,0
3407,Andres Calamaro,Un vestido y un amor (en vivo),35SlJPKu6xyQMykrGxNSUD,0.793,0.356,0.25,0,4,0.152,-9.812,1,0.0309,74.552,0.204,0
3408,The Real Kids,Some Love Like Yours,3rhGD5EhMaBjkjAk04Vys5,0.987,0.463,0.907,0.925,4,0.966,-7.554,1,0.0651,123.647,0.487,0
3409,Eric Burdon,Ghetto Child,2DUoFiQof7PBaHjPpApfdE,0.468,0.458,0.325,0.000103,2,0.131,-9.883,1,0.0527,172.109,0.32,0
3410,DJ Godfather,Intro,7xSwcjQaJw2v8bcKWmlkU1,0.283,0.76,0.716,0,6,0.199,-10.624,0,0.652,122.8,0.884,0
3411,SANSHIRO,Morgane regarde le ciel,7kAfzwj9yrLCcyNPqW6yI3,0.715,0.471,0.338,0,2,0.108,-9.605,0,0.0383,146.305,0.648,0
3412,Circle Jerks,Paid Vacation,6tHQbABoFNWtJ25DcdZAoF,0.132,0.278,0.935,0.26,2,0.096,-3.739,1,0.0649,157.152,0.502,0
3413,James Newton Howard,Photographs,78yA58Dk8ojS5CQyh2iLIZ,0.975,0,0.0133,0.814,2,0.0697,-37.658,0,0,0,0,0
3414,Freddie McGregor,Cover For Me,6YigMQEUZNc8njlPuvsHqE,0.0943,0.826,0.598,0,7,0.163,-7.595,1,0.0506,93.002,0.814,0
3415,Amber Nicholson,Tonight It's Just Me,7E1fCtWXAoRO3mWBzLAyQH,0.265,0.544,0.49,1.65E-06,8,0.0797,-8.261,1,0.0237,94.982,0.475,0
3416,Erick Sermon,Freak Out,0V4VFbRr9IhiF3LEs5mrT3,0.0883,0.673,0.671,0.000132,6,0.616,-8.305,1,0.329,88.796,0.666,0
3417,Lonestar,Amie,4hh4VK6N6XOKInbNsgGGnz,0.097,0.668,0.67,0.000202,9,0.0819,-8.14,1,0.0245,92.036,0.617,0
3418,Kofi,Don't Let Go,4dkpm4Ou9R3trR9Y1iZUHQ,0.108,0.693,0.436,0,0,0.0806,-10.357,1,0.0468,74.983,0.779,0
3419,Arctic Monkeys,Dancing Shoes,3Rleu2vd9qHGjRJdcFtPbC,0.00328,0.522,0.889,0,1,0.345,-4.137,1,0.0461,144.499,0.852,0
3420,David Arkenstone,Over The Rainbow,60HacRbbP5xAyno9bCLZsn,0.902,0.391,0.209,0.438,0,0.0816,-13.509,1,0.0365,81.804,0.0994,0
3421,Long Beach Dub Allstars,Kablammin' It,1gN9pP5Pi7WmjmaE36hfDZ,0.0124,0.592,0.782,0,5,0.097,-3.674,1,0.0745,139.1,0.642,0
3422,New York Dolls,Don't Mess With Cupid (1972 demo),0jnJVLtHQzgBztfxCxQ3ul,0.228,0.596,0.798,0.918,11,0.113,-8.901,0,0.0636,121.812,0.601,0
3423,Pierre Perret,Le poulet,6VeVsTAZVyphfxbY0Ls020,0.92,0.667,0.399,0,0,0.142,-9.303,1,0.322,153.246,0.932,0
3424,Soilent Green,Daydreaming the Color of Blood,7418GHpBgbXzpiJOK7ozBN,8.22E-05,0.317,0.949,0.199,2,0.0605,-6.379,1,0.0896,122.455,0.461,0
3425,Pursuit Of Happiness,No Safe Place,3HpFxCDERElpW5au9y1wbg,0.0628,0.534,0.636,0,9,0.08,-10.609,1,0.0351,127.93,0.728,0
3426,Ben Sidran,See You On The Other Side,73hpyBDatpJZIgNnCfNGGJ,0.0838,0.551,0.548,0.066,7,0.112,-9.256,1,0.0371,79.511,0.41,0
3427,Mathey,Ballo,1muHjGCIvJ9K5kMMR9dK2h,0.0202,0.855,0.551,7.79E-05,1,0.0556,-9.591,0,0.0609,108.046,0.703,0
3428,Pursuit Of Happiness,Killed By Love,6dRcKHzkFv36SkcAmxgmHn,0.0117,0.404,0.828,0.00335,2,0.11,-9.829,1,0.0429,130.764,0.662,0
3429,Elli Kokkinou,Sex (French Version),5qmNMpUWbONDcuY9c7V7yN,0.0347,0.705,0.768,0.0702,9,0.102,-6.294,1,0.0787,93.014,0.663,0
3430,Johnny Pearson,Boss-Eyed Whelk,72PjKcvbMQsgQ6zn8chQRy,0.376,0.631,0.544,0.421,0,0.0489,-10.249,1,0.117,124.9,0.832,0
3431,Sex Pistols,Pretty Vacant,2mKj8Em0GLFu8I78yM1CfU,0.0467,0.258,0.932,8.09E-06,2,0.142,-5.194,1,0.0702,145.582,0.334,0
3432,Louisa Mark,Keep It Like It Is,0ywHpwyarsuVSCi0mFxBt2,0.108,0.777,0.227,0.119,3,0.0904,-14.302,1,0.0629,128.332,0.839,0
3433,Moving Ninja,Lost Tribe,6S6CohmWB0sArCAbpmmTAW,0.00348,0.788,0.714,0.679,1,0.322,-9.249,1,0.0975,135.038,0.476,0
3434,Tania Maria,Come With Me,6ikobz37HSj8vspHvQRt23,0.444,0.677,0.81,0.0828,11,0.0816,-7.937,0,0.0488,95.184,0.901,0
3435,Placebo,The Never-Ending Why,5MvDLRf2GxSMlDYV8m6Ivj,1.49E-05,0.524,0.911,0.00443,3,0.365,-5.738,1,0.0396,137.36,0.6,0
3436,Brainchoke,1st World Hypocrisy,4WnMdrt6XpSgm6I9nIFuRx,0.000631,0.434,0.961,0.0389,2,0.21,-2.997,1,0.112,127.371,0.192,0
3437,Michael Salgado,Surfriendo El Castigo,100P9XJuL4HOfnsXFoYuiQ,0.0521,0.661,0.854,9.19E-05,7,0.109,-6.159,1,0.0693,103.568,0.704,0
3438,Alice Stuart,Woman Blue,2TeaMxrzB5EllqD4zPZQxt,0.936,0.507,0.0616,5.08E-05,0,0.0962,-9.851,0,0.0423,120.248,0.243,0
3439,Gonzalo Rubalcaba,Infantil (Dedicated to John McLaughlin),30zRmUHrhtTOsB0lawvoaX,0.391,0.467,0.545,0.588,2,0.0973,-11.89,1,0.0426,127.85,0.371,0
3440,2raumwohnung,Lachen und weinen,4FmAH94FSwWaBTJI4V21tP,0.0315,0.863,0.62,0.317,1,0.364,-8.356,0,0.0565,111.014,0.221,0
3441,Evergreen Terrace,Please Hammer Don't Hurt 'Em,3ZYls1Lm6MYDiazbp0AU5H,3.63E-05,0.319,0.861,0,4,0.271,-6.452,0,0.133,166.593,0.388,0
3442,Shunza,Dear Friend,4TEUUH1LUrldJwRTZ7ox4C,0.897,0.49,0.15,2.38E-06,3,0.126,-14.976,0,0.0358,71.439,0.143,0
3443,Annie Blanchard,Sur L'autre rive,0vdSJpA91ha2GolHqXvSdA,0.851,0.424,0.249,0,2,0.112,-10.927,1,0.0325,92.494,0.3,0
3444,Lil' Romeo,Don't Want To,1qpOt8txabJJiijTYIj6fy,0.0374,0.896,0.389,0,11,0.26,-6.718,1,0.334,95.046,0.769,0
3445,Ray Charles,Heartbreaker,3AKFoX3dp7EIcUIDZufDw1,0.824,0.789,0.513,3.63E-05,6,0.0862,-9.055,1,0.0457,76.753,0.882,0
3446,Seal,The Beginning (Giro E Giro Mix),4NfoFFiniPtvoOcmlXz7eV,0.104,0.723,0.888,0.525,6,0.122,-12.89,0,0.0378,123.76,0.77,0
3447,Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go),7Mdyk9k3tkXTecNg56RxbU,0.555,0.606,0.403,1.23E-06,9,0.0954,-7.95,1,0.0288,128.122,0.202,1
3448,Curtis Mayfield,Superfly (Single Mix Version),3IKvjx4g9ONbiE7j6XnhAD,0.345,0.819,0.798,0.000376,2,0.0635,-6.712,1,0.116,119.754,0.727,0
3449,Kieran,Best Friends,740mGXmi6REcP9W5QFaQBC,0.242,0.622,0.505,0,8,0.134,-5.177,0,0.0303,131.379,0.397,0
3450,A-FS,Get it Right,739AI1820Bpvsx2PIkjWEF,0.117,0.847,0.737,1.49E-05,2,0.114,-3.179,1,0.0646,98.313,0.691,0
3451,Gabriel Yared,Ship in a Painting,0oKu4ZIDSDEk6Evn20TtZT,0.15,0.306,0.444,0.931,9,0.0885,-15.806,1,0.0373,136.686,0.0799,0
3452,The Jeff Healey Band,My Little Girl,0VnvfJwOAy2v1FGpDHwFSn,0.183,0.489,0.933,2.47E-05,9,0.24,-6.665,0,0.0749,127.682,0.687,0
3453,The Knife,The Captain,6XwN8gUpprAyI7Ip9JQxan,0.215,0.35,0.364,0.724,4,0.0795,-10.984,0,0.0313,105.005,0.0336,0
3454,Jimmy McGriff,Cumayon,4hjuwYGe6gwxaP5dV90Cv6,0.0953,0.44,0.688,2.39E-05,8,0.353,-8.62,1,0.0327,95.847,0.645,0
3455,Danny Davis & The Boys,The Golden Sea,01mCEnE3hwznIc7BvtiPDf,0.0725,0.512,0.617,0.271,2,0.24,-10.212,1,0.0282,132.768,0.766,0
3456,Big Star,Morpha Too [Alternate Mix],2bgM6y7uBIK0PHarfAOePL,0.848,0.488,0.248,3.10E-05,0,0.371,-13.309,1,0.0355,116.337,0.348,0
3457,Paulo Flores,Belina,0ZlMSoaOpzGY7rhhpZaNJg,0.855,0.444,0.17,0.000889,1,0.118,-12.025,0,0.0306,100.271,0.0763,0
3458,Mikey Dread,The Jumping Master,5sZt1lSAGTzQONdeYApwjZ,0.00678,0.796,0.734,0.00122,8,0.155,-6.84,1,0.206,143.647,0.84,0
3459,Bas-Sheva,Lust (1995 Digital Remaster),0lF6dbEwpoXr0efP2p2Nsm,0.544,0.348,0.359,0.152,8,0.607,-14.876,1,0.0568,112.254,0.24,0
3460,Phantomsmasher,Bishop Hopping,6G3KeATPar9DGXx3McoQbB,0.0789,0.171,0.944,0.278,3,0.297,-5.856,1,0.352,83.98,0.129,0
3461,George Lopez,Kids Now,7jPxzla96lP7yPzMkLZx3y,0.863,0.349,0.866,1.90E-05,3,0.911,-13.594,1,0.938,73.779,0.11,0
3462,Grandpa Jones,Falling Leaves,3LrzIERS2eJSe0DJZc5l6x,0.726,0.614,0.317,0,9,0.172,-9.105,1,0.0286,124.77,0.75,0
3463,30 Seconds To Mars,Night of the Hunter (Static Revenger Remix),0SGfAL7ul23qoWsyI7YF8d,0.00192,0.584,0.866,0,6,0.192,-5.551,1,0.147,123.015,0.546,0
3464,X-tv,Skate alone,5zcVIJqpxQpn4vbT0KEuf0,0.707,0.53,0.318,0.000306,7,0.16,-11.174,1,0.0281,145.987,0.242,0
3465,The London Theatre Orchestra,Babylon 5,7EmB6SwgHPMqGKHRNq2ilu,0.689,0.17,0.225,0.949,5,0.0853,-8.741,0,0.0309,99.267,0.283,0
3466,Kris Kristofferson,Killer Barracuda,0LYneQx7CEmZJseZ1MlVlT,0.35,0.548,0.234,0.000724,0,0.111,-17.215,0,0.0349,137.867,0.424,0
3467,James Carter,Dodo's Bounce,10NkHfIxpHjQqXQ5zn8nbs,0.391,0.671,0.192,0.549,3,0.0955,-17.581,0,0.167,136.245,0.596,0
3468,"Clarence ""Gatemouth"" Brown",Up Jumped The Devil,3lgSJ2JFBlw9ZxGMavUX05,0.00118,0.412,0.812,0.789,2,0.0721,-7.715,1,0.0412,135.28,0.967,0
3469,DJ Isaac,The Hardway,4SKIVpQNFkXVTX8wlZULpD,0.247,0.813,0.973,0.915,10,0.064,-6.3,0,0.102,172.125,0.284,0
3470,Atari Teenage Riot,Revolution Action,4jWK598wEA0X0tQm6xIcPn,0.0519,0.262,0.991,0.0323,9,0.376,-5.965,0,0.207,100.38,0.0382,0
3471,Mighty Diamonds,Free Africa,5MuWQavHKCrlzyh9dYBd6j,0.00615,0.618,0.59,1.15E-06,8,0.169,-9.188,1,0.0385,170.189,0.722,0
3472,Beto y sus Canarios,Noche Eterna,2aP9sA2NOdBK9WmhHNTxlT,0.355,0.693,0.785,0,10,0.0473,-7.629,1,0.0605,120.681,0.887,0
3473,Lightnin' Slim,My Babe,2ofkrChsuj6bwqch42YCmP,0.949,0.739,0.441,0.739,11,0.174,-16.469,1,0.0538,137.752,0.837,0
3474,Los Iracundos,Candilejas,1kDnka4bBG4CFFdG6gMKfw,0.715,0.559,0.326,0.00183,9,0.117,-11.416,1,0.0275,110.2,0.432,0
3475,Les Hurlements D'leo,10 $ Bill,1pGMYI8OXBKIQZu8S8GFiy,0.00779,0.423,0.656,0.0165,4,0.262,-7.826,1,0.16,160.92,0.413,0
3476,Abbott & Chambers,Where Are You,229nSU0cZE0FAh43hpZXne,0.000135,0.525,0.893,0.242,6,0.0581,-5.202,0,0.0369,135.999,0.402,0
3477,Bad Brains,At The Atlantis,5jRP1M1h9cx4O1thbg2HmZ,4.85E-06,0.337,0.928,0.828,3,0.353,-8.476,1,0.0915,135.264,0.701,0
3478,Al DiMeola,July,01ukjuoBp5fsuiR8rObzWq,0.323,0.636,0.686,0.815,1,0.12,-10.219,1,0.0386,103.001,0.77,0
3479,Peggy Lee,If You Build A Better Mousetrap,0kzgXt98ds0lWK0DYeDKTn,0.942,0.693,0.298,0.000777,3,0.161,-10.564,1,0.044,144.828,0.762,0
3480,Leroy Van Dyke,If A Woman Answers,7yOdugXDwaKMkzzYrXsLrV,0.493,0.56,0.453,0.000535,0,0.304,-10.089,1,0.029,142.505,0.963,0
3481,Dora The Explorer,ABC (The Alphabet Song),6NjCJL8TvxjXaUiLYF4jDM,0.839,0.794,0.16,0,2,0.176,-6.697,1,0.0521,107.881,0.802,0
3482,Mykill Miers,Knuckle Up,5lKlX8XyX6wWeOhv3buqXx,0.0182,0.631,0.782,0,4,0.694,-7.5,0,0.33,79.203,0.483,0
3483,John Mayall & The Bluesbreakers,All Your Love,1yKah8BCP3Vgq2tPBOLKL0,0.491,0.321,0.625,5.08E-05,2,0.345,-5.219,0,0.0302,107.338,0.777,0
3484,Sylvia Tosun,Head Over Heels,2o84fB5054nvaStAvfp16z,0.000438,0.666,0.747,0.051,1,0.637,-7.948,1,0.0356,125.794,0.688,0
3485,Screaming Lord Sutch,Son of Jack the Ripper,0lURE7xogNbj9CDhUJGiQ1,0.123,0.619,0.8,0,9,0.708,-9.027,0,0.0417,130.677,0.898,0
3486,KT Tunstall,Boo Hoo,5X0alVNSEqiFQENRmVLQdf,0.487,0.664,0.531,0.000178,7,0.123,-6.838,1,0.0278,127.847,0.488,0
3487,Kings Of Leon,Day Old Blues,5n2baMkrm41hmkH6zLIcNh,0.875,0.502,0.266,0,4,0.105,-9.76,1,0.0702,85.626,0.0663,0
3488,Tony Mathews,(Coming With) Loving on My Mind,1YcFdqSL9OtXvCVA92eiJK,0.73,0.636,0.307,6.83E-06,1,0.0307,-16.743,1,0.0393,70.024,0.619,0
3489,Bill Laswell,Digitaria,3VQTP1GErILpQASdk1TP9f,0.0111,0.522,0.963,0.892,2,0.0859,-9.583,1,0.111,172.914,0.521,0
3490,Bravehearts,Sensations,3FqVEln9AmXPuymqTn0RjZ,0.0464,0.51,0.547,0,11,0.056,-10.431,0,0.463,192.435,0.907,0
3491,Primordial,The Burning Season (Live),7kONIFrZgQzLJxCJ7cIn2z,2.11E-05,0.139,0.818,0.339,3,0.789,-9.799,1,0.105,98.993,0.11,0
3492,Daler Mehndi,Teri Nau Ke Paune Teen,4THgMfOK1581qPr1b3yQfj,0.356,0.729,0.975,1.82E-05,0,0.487,-3.692,1,0.213,146.941,0.764,0
3493,The Statler Brothers,White Christmas,7HRj1hyytRqM1XdMSddHw8,0.705,0.346,0.184,0.000514,0,0.365,-12.09,1,0.027,101.141,0.281,0
3494,Vex'd,Canyon,0dvIeC3kIO8OWNXtd7eIux,0.00152,0.765,0.926,0.822,7,0.781,-7.584,1,0.131,144.055,0.631,0
3495,Snowgoons,Real World,0owHKjfdpcubXTTxShVvZQ,0.000286,0.684,0.855,0.923,0,0.116,-5.372,1,0.034,93.999,0.862,0
3496,The Kings,Who Do You Love,0DG5s0Ltqx6oL2dTEB5uh8,8.38E-05,0.545,0.925,0.000136,0,0.0636,-6.717,1,0.0935,140.034,0.618,0
3497,Mannheim Steamroller,Battle Hymn Of The Republic,1TBRPi09pyjsrsQlzOdEOO,0.736,0.568,0.491,0.467,0,0.133,-9.593,1,0.0381,130.022,0.275,0
3498,East To West,As Long As I Know,4sZkXzBckwpnZiOuaJ8gdS,0.272,0.453,0.293,1.94E-06,5,0.0609,-12.819,1,0.0307,139.893,0.205,0
3499,The Cardigans,Rise & Shine,262XQVqPsv8sZqs7LfPCge,0.00876,0.361,0.846,1.05E-05,4,0.0942,-5.038,1,0.0306,161.633,0.641,0
3500,Bad Religion,The Lie,4huQlewb4Z3UH0wcww8HdC,0.00175,0.503,0.98,0,9,0.49,-3.141,0,0.0707,140.085,0.814,0
3501,Hank Penny,Peroxide Blond,0egbZOnSJ4yk7VhBvD3weN,0.964,0.868,0.293,4.92E-06,0,0.0836,-11.987,1,0.197,115.024,0.944,0
3502,Marvin Hamlisch,Ride To Atlantis,5TVosTTV3EZfF2UD0Dmleh,0.695,0.441,0.311,0.822,6,0.474,-15.236,1,0.0354,92.734,0.147,0
3503,Trivium,The Deceived,5Mj2GgUyx6x9QGRb5Z9t9t,4.03E-05,0.512,0.946,0.00696,6,0.326,-3.854,0,0.0393,106.038,0.429,0
3504,Lionel Rogg,Fantasia In C Major BWV 570,6Ps7Bvn7RuMluowhHpS9YN,0.92,0.151,0.0257,0.913,0,0.0922,-30.966,1,0.0519,66.263,0.0496,0
3505,M83,You Appearing,1CtyaOwQ42QiF7SBOde2pe,0.789,0.341,0.22,0.592,2,0.161,-11.513,1,0.0299,97.454,0.204,0
3506,The Birds,No Good Without You,4P4WO6nEHbqBL0e8t64u1p,0.013,0.365,0.9,0.0271,5,0.269,-4.925,0,0.0522,139.602,0.624,0
3507,Glen Washington,Sitting In The Park (Medley),5EVG2EoFzOp4m31duVDPr7,0.105,0.784,0.679,6.56E-06,0,0.0787,-6.779,1,0.036,155.014,0.731,0
3508,Elephant Man,informa,6PztWJTrIIk2ocMIS11VMV,0.375,0.527,0.853,0,1,0.38,-6.023,1,0.409,126.077,0.903,0
3509,Planet P Project,A Boy Who Can't Talk Part 2,6JGIRAAdCST14zOtindJvk,0.759,0.592,0.247,0,7,0.19,-9.464,1,0.0343,117.212,0.327,0
3510,A-Studio,S.O.S.,0yS8P7DFNEBYQ5yHadM5z0,0.801,0.324,0.197,0,8,0.115,-10.191,1,0.0337,178.893,0.338,0
3511,Foo Fighters,Still,2wvfMTbZDPzpZhOt7z6tVo,0.585,0.713,0.296,0.784,5,0.0911,-12.928,1,0.0303,110.696,0.183,0
3512,Franco,On and on,15BBXmDNZ9qAORJgu0ZDuA,0.996,0.363,0.0186,0.801,3,0.127,-30.763,1,0.0455,70.275,0.332,0
3513,Vixen,American Dream,4WXKXd5iv75upxjNlsDEax,0.0916,0.617,0.579,7.24E-06,4,0.0529,-14.383,0,0.0376,124.583,0.789,0
3514,Clarence Fountain,Beams Of Heaven,128qDPhf7XoEwxdf8YVsNz,0.0224,0.17,0.292,0.0111,9,0.0947,-17.99,1,0.0367,74.584,0.122,0
3515,The Jackson Southernaires,Leave You In The Hands,7uBWZGvu9Mlu7ayXFNNIYq,0.204,0.644,0.459,3.98E-06,9,0.0764,-10.019,1,0.0346,125.477,0.402,0
3516,Papa Wemba,Bakwetu,6lXHaH6r3D2ZvUhtljjqHp,0.447,0.507,0.812,0.0656,7,0.099,-9.92,1,0.0473,132.275,0.95,0
3517,Caniche Hara-Kiri,Frigide,7HcHhQHnVyVs0aQalqVJWi,0.157,0.484,0.455,0.000538,1,0.0834,-9.899,0,0.0336,132.057,0.101,0
3518,Carlos Vives,Decimas,4M0Wxt6WxOLnBd6TWcy6fp,0.057,0.665,0.873,0,8,0.329,-6.049,1,0.0539,132.972,0.888,0
3519,RUN-DMC,Miss Elaine,7CuOnrhRPn5fAa9dzshXMP,0.0125,0.739,0.89,0.000322,7,0.0521,-4.935,1,0.0854,125.018,0.782,0
3520,BoDeans,You Don't Get Much,4MJTFkzae7YjzMopgv2Ymq,0.62,0.547,0.591,1.16E-05,2,0.101,-6.939,1,0.0282,123.999,0.286,0
3521,Shapeshifters,Chime,716GwDgXKhdlgT7FHY0qYS,5.51E-05,0.748,0.873,0.915,8,0.0973,-7.068,1,0.0479,127.012,0.344,0
3522,Francis Dhomont,Chiaroscuro,0Y1w7ciIEdKQKYyHqmmLLf,0.534,0.162,0.309,0.395,7,0.0909,-25.525,1,0.254,77.167,0.0396,0
3523,Groundhogs,Split Part One,2N8gl1LIJGZyJeWj3qJYMm,0.191,0.275,0.957,0.0282,2,0.129,-2.449,0,0.118,73.655,0.253,0
