Artist name,Title,Year,Loudness,Key,Danceability,Energy,Tempo,isTop100
\xc3\x84I-TIEM,Kleina Wixa,1993,-10.62,2,0.0,0.0,172.02,0
Statues,There Are Things I Think You Should Know,0,-6.6179999999999986,1,0.0,0.0,173.357,0
Tesla,So What!,2008,-3.257,7,0.0,0.0,88.12700000000002,0
Little Feat,Down On The Farm (2006 Remastered Edit Version),2006,-9.978,0,0.0,0.0,97.342,0
Jonny Lang,The One I Got,2003,-6.067,2,0.0,0.0,136.93200000000002,0
The Kitchen,Who Are You?,0,-6.025,0,0.0,0.0,142.911,0
Conjunto Mar Azul,Papel Quemado,0,-5.129,5,0.0,0.0,93.961,0
Cam'Ron / JR Writer,Shake,2004,-6.61,9,0.0,0.0,115.139,0
Alberto Cortez,Distancia,1989,-5.896,3,0.0,0.0,91.008,0
Novembre,Triesteitaliana,2007,-6.1629999999999985,4,0.0,0.0,124.078,0
Red Hot Chili Peppers,Naked In The Rain (Album Version),1991,-10.557,2,0.0,0.0,116.282,0
X-Raided,Thug Queen,0,-6.83,4,0.0,0.0,161.976,0
Eric Champion,Dress Me Up,1996,-10.42,2,0.0,0.0,122.421,0
Penguin Caf\xc3\xa9 Orchestra,Bean Fields (Live) (2001 Digital Remaster),2001,-9.057,2,0.0,0.0,128.298,0
Bebe Winans,Love Thing,2002,-10.486,1,0.0,0.0,161.405,0
Zeltinger Band,Wo bleibt die Mark?,0,-7.768,1,0.0,0.0,140.264,0
Colombiafrica - The Mystic Orchestra,Sambangole / Tres Golpes Na' Mas,2007,-7.997999999999997,1,0.0,0.0,186.121,0
Dropkick Murphys,Skinhead on the MBTA (Album Version),1997,-3.918,9,0.0,0.0,168.21,0
Peggy Zina,Alli Mia Fora,0,-8.301,8,0.0,0.0,131.991,0
Bill & Gloria Gaither,Awesome God,0,-13.991,6,0.0,0.0,139.23,0
Kim Wilson,Love Attack,2003,-8.096,9,0.0,0.0,119.644,0
Jennifer Brown,Naked,1998,-8.246,8,0.0,0.0,90.915,0
Pepper,Freeze,2008,-5.2860000000000005,9,0.0,0.0,220.104,0
Elephant Man,Loud And Clear,0,-7.286,9,0.0,0.0,125.618,0
Alain Souchon,J'veux Du Cuir (Live),0,-13.578,11,0.0,0.0,89.16799999999998,0
FIR,Lydia [Piano Version],0,-14.44,11,0.0,0.0,122.041,0
Jean Lumi\xc3\xa8re,Le temps des cerises,2002,-10.621,1,0.0,0.0,38.644,0
Nic Endo,Future Prospects,1998,-2.928,3,0.0,0.0,88.4,0
Bobby Vee,Wink Of An Eye,0,-10.872,10,0.0,0.0,132.109,0
Daath,Above Lucium (LP Version),2006,-3.961,4,0.0,0.0,150.16299999999995,0
Suicidal Tendencies,Human Guinea Pig,1987,-9.96,11,0.0,0.0,186.159,0
Snow Patrol,Shut Your Eyes,2006,-7.0779999999999985,8,0.0,0.0,125.057,0
M,Close To Me,0,-7.404,5,0.0,0.0,123.81,0
Tabu Ley Rochereau,Maputo,0,-12.338,11,0.0,0.0,136.248,0
Sergio Mendes / Black Eyed Peas,Mas Que Nada,1985,-6.069,6,0.0,0.0,101.059,0
Piero Umiliani,Apertura in jazz,1998,-14.206,5,0.0,0.0,42.106,0
Hubert Kah,Raketen,2005,-6.9170000000000025,7,0.0,0.0,110.013,0
Dead Prez,Be Healthy,2000,-8.328,2,0.0,0.0,94.905,0
Mobb Deep,Got It Twisted,2004,-5.627000000000002,6,0.0,0.0,103.433,1
Less Than Jake,Short On Ideas / One Last Cigarette,2002,-1.977,0,0.0,0.0,170.412,0
Lenn Hammond,The Door,0,-7.622000000000001,1,0.0,0.0,154.356,0
Gang Starr Featuring Jeru The Damaja And Lil Dap,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),1992,-15.55,1,0.0,0.0,95.301,0
Bill Douglas,Caroline,0,-23.771,3,0.0,0.0,106.117,0
Marty Robbins,Have Thine Own Way Lord,0,-16.399,11,0.0,0.0,83.053,0
Pedro Aznar,Stand,1995,-7.683,0,0.0,0.0,110.178,0
Irwin Goodman,Liverpoolin pokia,1985,-4.398,10,0.0,0.0,155.735,0
Cool For August,Don't Wanna Be Here (Album Version),1997,-5.8,9,0.0,0.0,124.22,0
Los Hispanos,El Aranero,0,-12.384,0,0.0,0.0,88.34299999999998,0
Sugar Minott,Mash Up Mi Life,0,-10.475,0,0.0,0.0,156.972,0
Borialis,Can't Break This Man,0,-5.4,7,0.0,0.0,151.805,0
X-ecutioners,Play That Beat,2001,-5.716,10,0.0,0.0,76.166,0
Juice Leskinen,Marilyn,1994,-11.567,0,0.0,0.0,180.8,0
Rishi Rich,Come Here Feat. Jay Sean,2006,-4.7360000000000015,4,0.0,0.0,107.011,0
Open Hand,The Ambush,2004,-5.654,6,0.0,0.0,154.211,0
Mario Rosenstock,Bertie's Pets (Bonus Material),0,-29.521,5,0.0,0.0,49.17100000000001,0
The Katies,She's My Marijuana (LP Version),0,-5.419,11,0.0,0.0,133.607,0
Kanye West,Through The Wire,2003,-5.227,7,0.0,0.0,166.037,1
OV7,Una na na,2001,-3.593,11,0.0,0.0,99.995,0
Pumpkin Buzzard,Bladecrash Electrocution,0,-5.1110000000000015,2,0.0,0.0,68.936,0
Jimmy Cliff,Take Your Time feat. Yannick Noah,0,-6.874,0,0.0,0.0,211.986,0
Lionel Rogg,Toccata Et Fugue En R\xc3\xa9 Mineur BWV 565,0,-15.872,2,0.0,0.0,92.924,0
The Forms,Innizar,2003,-9.073,2,0.0,0.0,78.134,0
The Cardigans,Iron Man,1996,-10.175,5,0.0,0.0,137.342,0
Irma Thomas,River Is Waiting,2008,-5.7620000000000005,3,0.0,0.0,103.206,0
Connie Francis,Embraceable You (LP Version from 'When The Boys Meet The Girls'),0,-15.754,2,0.0,0.0,73.183,0
T.G. Sheppard,Only One You,2002,-14.300999999999998,11,0.0,0.0,96.027,1
VHS Or Beta,Solid Gold (Evolution Mix) (2005 Digital Remaster),2002,-6.992000000000001,9,0.0,0.0,126.984,0
Clifton Chenier,Johnny Can't Dance,2001,-4.231,7,0.0,0.0,116.517,0
O'2L,Little Edith,2005,-9.344,5,0.0,0.0,130.091,0
R. Kelly & Jay Z,Honey,0,-3.38,6,0.0,0.0,95.464,0
B.B. King,Please Remember Me,0,-10.241,0,0.0,0.0,132.115,0
Zen Lemonade,Brazil Mon Amour,2001,-9.535,7,0.0,0.0,134.21,0
Larry The Cable Guy,Bass Pro Shop & Wal-Mart,2009,-12.149,4,0.0,0.0,62.018,0
Ronnie Milsap,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),0,-6.652,5,0.0,0.0,88.947,0
Jan Wayne,Mad World (Money-G. Remix),0,-5.085,9,0.0,0.0,140.013,0
Paula Santoro,The Girl From Ipanema (Garota De Ipanema),2006,-17.307000000000002,7,0.0,0.0,129.591,0
Robert Lockwood_ Jr.,She's Little And She's Low,1998,-14.188,4,0.0,0.0,164.387,0
El Gran Silencio,Alma de B-Boy,0,-7.705,0,0.0,0.0,120.064,0
Luis Alberto Spinetta,Verde Bosque,1994,-16.136,9,0.0,0.0,105.025,0
Muse,Stockholm Syndrome,0,-4.854,2,0.0,0.0,128.134,0
Kingston Trio,Scotch and Soda,0,-21.177,1,0.0,0.0,80.167,0
Sunscreem,Secrets,1996,-8.085,0,0.0,0.0,172.172,0
The Gone Jackals,Faith Healer (Digital Single),0,-6.4270000000000005,7,0.0,0.0,123.633,0
Blind Boy Fuller,Put You Back In The Jail,0,-16.063,11,0.0,0.0,180.137,0
Sivuca,Energia,0,-10.623,5,0.0,0.0,224.247,0
Louis Prima And Keely Smith,Autumn Leaves (1999 Digital Remaster),0,-14.736,0,0.0,0.0,84.49600000000002,0
The Velvet Underground,I Heard Her Call My Name,1968,-14.002,0,0.0,0.0,144.562,0
Jeremy Spencer,Maria De Santiago,2006,-8.748,4,0.0,0.0,126.191,0
Black Flag,Jealous Again,1980,-6.419,4,0.0,0.0,124.481,0
Janice Vidal,Water-Liked,0,-10.623,1,0.0,0.0,116.043,0
Bob Margolin,No Consolation,0,-14.755,9,0.0,0.0,74.601,0
Moss,There Alone Go I,0,-14.157,7,0.0,0.0,107.412,0
Les Bantous De La Capitale,\xc3\x80 Mon Avis,0,-6.4510000000000005,7,0.0,0.0,134.046,0
Marlene Dietrich,Auf Der Mundharmonika,1992,-16.163,7,0.0,0.0,42.654,0
Frederik,Dornr\xc3\xb6schen war ein sch\xc3\xb6nes Kind - Karaoke,0,-8.493,0,0.0,0.0,95.991,0
Carlos Ponce,Escuchame,2003,-6.675,0,0.0,0.0,196.137,0
John Mayer,Something's Missing,0,-7.1229999999999976,1,0.0,0.0,153.055,0
Cancer Bats,Sabotage,2010,-4.834,6,0.0,0.0,86.01,0
Colin James,Sending A Message,2003,-7.3820000000000014,1,0.0,0.0,149.317,0
Pinchers & Ganglords,Girls Girls,0,-7.145,4,0.0,0.0,159.798,0
Dropline,Weight Of The World (Album Version),0,-5.56,2,0.0,0.0,79.67699999999998,0
Willie Clayton,Wiggle (Soul and R&B),0,-6.36,7,0.0,0.0,115.938,0
Furry Lewis,Judge Boushay Blues,1972,-28.946,2,0.0,0.0,104.469,0
Ziggy Marley And The Melody Makers,6 6 6,0,-15.889,10,0.0,0.0,145.222,0
Emeneya,Maloba pamba,0,-7.15,0,0.0,0.0,122.799,0
Lara & Reyes,Away In A Manger,2000,-14.919,7,0.0,0.0,111.727,0
George Lopez,Mas P**' (America'S Mexican),2007,-8.874,6,0.0,0.0,120.492,0
Roy Rogers,My Heart Went That-A-Way,0,-18.118,7,0.0,0.0,185.246,0
Miriam Yeung,Shang Zhui Ren,0,-13.659,4,0.0,0.0,114.915,0
Sophie Tucker,Complainin',0,-19.492,3,0.0,0.0,100.868,0
Uman,People of cloud nine,0,-15.305,1,0.0,0.0,99.968,0
Biddu,Baat Ban Jaye,0,-12.548,2,0.0,0.0,108.751,0
Shakira,Loba,2009,-5.16,7,0.0,0.0,128.217,0
Alexandre Desplat,The Epi-Pen,2006,-15.668,2,0.0,0.0,39.451,0
Pyranja,Nordcore,2004,-4.166,10,0.0,0.0,178.574,0
DJ Quik,Pacific Coast Remix,0,-4.394,7,0.0,0.0,200.079,0
Jackie Davis,Night Train (Album Version),0,-13.613,6,0.0,0.0,117.298,0
Mighty Diamonds,Drifting Away,0,-8.815,7,0.0,0.0,146.02,0
Eddie Henderson,Beyond Forever (2004 Digital Remaster),0,-8.4,2,0.0,0.0,98.436,0
Marvin Sapp,In His Presence (LP Version),0,-6.6770000000000005,8,0.0,0.0,100.081,0
Lloyd Banks,South Side Story,2004,-2.844,1,0.0,0.0,85.366,0
Modeselektor,Tetrispack,2005,-8.788,2,0.0,0.0,205.972,0
Paul Brown,Old Friends,2005,-9.433,7,0.0,0.0,122.623,0
Kartik Seshadri,Raga Anandi Kalyan (Alap_ jor and jhala),0,-23.684,1,0.0,0.0,88.329,0
Shawn Colvin,Sunny Came Home,1996,-12.806,1,0.0,0.0,109.154,1
Kris Kristofferson,Darby's Castle,1970,-19.991,2,0.0,0.0,74.665,0
Bad Religion,Doing Time (Album Version),1982,-5.098,9,0.0,0.0,121.805,0
Charlie Rich,Nice 'N' Easy,1997,-11.537,0,0.0,0.0,119.963,0
Saarbr\xc3\xbccken Radio Symphony Orchestra,Phase (1972),0,-24.986,5,0.0,0.0,59.478,0
Terror Fabulous,Position,1995,-11.71,8,0.0,0.0,94.958,0
Sister Hazel,Space Between Us (Album Version),1994,-8.311,7,0.0,0.0,127.707,0
Eric Demarsan,L'ombre d'une chance,2005,-13.345,2,0.0,0.0,117.311,0
The Kirkbys,Penny In My Pocket,0,-8.251,7,0.0,0.0,129.393,0
Arc Angels,Nadine,0,-7.183,9,0.0,0.0,118.372,0
The Clancy Brothers,Marie's Wedding,0,-21.511,1,0.0,0.0,92.326,0
Silverchair,Suicidal Dream,1995,-7.711,7,0.0,0.0,97.643,0
"Myrick ""Freeze"" Guillory",Queen Ida Introduction,0,-23.347,8,0.0,0.0,111.542,0
Sweet,Do It All Over Again,0,-5.425,7,0.0,0.0,150.116,0
U2,New York,2000,-7.165,11,0.0,0.0,125.088,0
Ice-T & Chuck D,Round Two Wrap-Up,0,-13.276,2,0.0,0.0,109.135,0
Andy Griffith,I Love To Tell The Story  (Love To Tell The Story Album Version),0,-15.661,10,0.0,0.0,105.129,0
C\xc3\xa9line Dion,The Reason I Go On,2007,-9.528,2,0.0,0.0,77.977,0
Metallica,The End Of The Line,2008,-3.258,3,0.0,0.0,111.504,0
Primordial,Empire Falls,2007,-14.04,2,0.0,0.0,129.626,0
Sizzla,Princess Black,1997,-6.016,1,0.0,0.0,168.013,0
Mando Diao,Misty Mountains,2007,-3.942,7,0.0,0.0,152.041,0
Skrape,Searching For Home,2003,-9.296,7,0.0,0.0,133.912,0
Rainer Bielfeldt,No more going home,0,-8.25,7,0.0,0.0,149.259,0
Fl\xc3\xa1vio Jos\xc3\xa9,\xc3\x89 Sempre Assim,0,-5.695,9,0.0,0.0,164.815,0
Rancid,LA River (Acoustic),0,-5.084,7,0.0,0.0,126.464,0
Brian Auger's Oblivion Express,Inner City Blues (Alternate Mix) (Bonus Track),0,-10.284,5,0.0,0.0,193.84,0
Ann Hampton Callaway,Time After Time,0,-20.302,0,0.0,0.0,103.077,0
Casiotone For The Painfully Alone,Rice Dream Girl,1999,-6.695,0,0.0,0.0,131.078,0
Donnie McClurkin,All I Ever Really Wanted,0,-6.129,9,0.0,0.0,143.986,0
Curt Bois,Reg mich nicht auf_ Johanna,0,-18.354,7,0.0,0.0,123.765,0
Pee Wee King,Where Were You Last Night,0,-20.826,7,0.0,0.0,151.049,0
Bersuit Vergarabat,Bolero Militar,1996,-7.877000000000002,5,0.0,0.0,121.91,0
Silverchair,Cicada,1995,-7.207000000000002,9,0.0,0.0,122.243,0
Chelsea,Right to Work (Live),1991,-9.727,7,0.0,0.0,159.55200000000005,0
R.E.M.,So. Central Rain (2006 Digital Remaster),0,-8.775,2,0.0,0.0,146.484,0
King Diamond,The Portrait (Live) (Reissue) (Album Version),0,-5.575,11,0.0,0.0,240.761,0
Pablo Montero,Aquel Mundo De Amor,0,-9.627,5,0.0,0.0,146.654,0
Fuzz,De pie,0,-5.384,6,0.0,0.0,143.951,0
Rihanna,Don't Stop The Music,2007,-4.465,11,0.0,0.0,128.092,1
Mighty Diamonds,In De Dance Again,0,-10.484000000000002,7,0.0,0.0,162.736,0
Los Gaiteros de San Jacinto,El Corcovado (The Wood-Quail),0,-21.854,2,0.0,0.0,171.123,0
Shamen,Destination Eschaton (Hardfloor Vocal Mix),2002,-6.519,7,0.0,0.0,86.561,0
Herbert  von Karajan,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),0,-16.398,7,0.0,0.0,124.748,0
Ray Boltz & Steve Millikan,Perfect Tree,0,-10.550999999999998,1,0.0,0.0,133.31799999999998,0
J. B. Lenoir,I'm in Korea,1954,-9.302,11,0.0,0.0,98.018,0
Lincoln Center Jazz Orchestra,Chinoiserie,0,-5.507999999999999,5,0.0,0.0,90.306,0
Simple Minds,Careful In Career,1981,-14.178,7,0.0,0.0,139.40200000000002,0
Atomic Rooster,Living Underground,2005,-11.696,4,0.0,0.0,146.708,0
Ionics,Roll Back The Rug,0,-9.811,5,0.0,0.0,136.463,0
Paulette Tajah,Jealousy,0,-9.917,1,0.0,0.0,150.024,0
Dokken,Disease,2008,-5.152,6,0.0,0.0,89.01899999999998,0
Fat Joe,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),2002,-4.678,10,0.0,0.0,167.878,0
The Winans,Free (Album Version),0,-7.68,10,0.0,0.0,104.856,0
Guns N' Roses,Mama Kin,1986,-8.591000000000001,8,0.0,0.0,156.65,0
Republica;Jonny Male;Dave Arch,Ready To Go,1996,-5.306,10,0.0,0.0,129.888,0
Top Of The Poppers,Money Money Money,0,-9.894,9,0.0,0.0,121.238,0
Mudhoney,Between Me & You Kid (Album Version),1993,-7.996,4,0.0,0.0,158.517,0
Out Of The Grey,The One I've Been Waiting For (Diamond Days Album Version),0,-10.239,0,0.0,0.0,153.642,0
James Scott Skinner,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,0,-18.935,10,0.0,0.0,133.953,0
Jason Mraz,The Dynamo Of Volition [From An All Night Session],0,-13.163,11,0.0,0.0,62.894,0
Sugar Minott,All Kind of People,0,-11.706,11,0.0,0.0,121.284,0
Marilyn Horne / Wiener Opernorchester / Henry Lewis,Mon coeur s'ouvre \xc3\xa0 ta voix,0,-20.082,1,0.0,0.0,106.504,0
Ini Kamoze,Hole In The Pumpkin,0,-13.762,6,0.0,0.0,95.021,0
Dino,Untitled,0,-1.723,10,0.0,0.0,103.807,0
Pyrolator,Gold Und Silber,0,-8.826,2,0.0,0.0,186.582,0
Abraham Laboriel,Guidum,1995,-10.494000000000002,0,0.0,0.0,182.774,0
Grupo Batuque,Cavasamba Um (Edit),2005,-17.437,9,0.0,0.0,155.526,0
Randy Travis,Down At The Old Corral (Album Version),1993,-11.611,10,0.0,0.0,104.799,0
Sugar Minott,Now We Know,2007,-13.688,3,0.0,0.0,163.84799999999996,0
Mike Bloomfield,Tell Me Partner,0,-21.361,9,0.0,0.0,102.533,0
fIREHOSE,Tien An Man Dream Again,1991,-10.99,7,0.0,0.0,177.093,0
Nirvana,Heart-Shaped Box,0,-6.89,1,0.0,0.0,105.826,0
Jos\xc3\xa9 Augusto;Catia Guimma,Tudo Que Voc\xc3\xaa Quiser,0,-5.9620000000000015,11,0.0,0.0,102.399,0
Alternative TV,Nasty Little Lonely,1978,-13.11,4,0.0,0.0,105.288,0
Francky Vincent,Ma Gar\xc3\xa7onni\xc3\xa9re,0,-4.613,2,0.0,0.0,111.95,0
Hatiras & Slarta John,Spaced Invader (Ian Pooley Club Mix),2000,-5.377999999999999,10,0.0,0.0,128.02200000000002,0
Unison,Girls Make My Hair Loose,0,-11.212,7,0.0,0.0,116.432,0
Monster Magnet,CNN War Theme,2004,-5.75,2,0.0,0.0,146.683,0
Coven,Coven In Charing Cross,0,-13.311,2,0.0,0.0,87.13600000000002,0
Arturo Sandoval,Luna de miel en Guama,1997,-11.4,2,0.0,0.0,138.732,0
J.C. Lodge,You Are The One,0,-12.470999999999998,8,0.0,0.0,84.99799999999998,0
Professor Longhair,Junco Partner,1985,-14.445,3,0.0,0.0,96.874,0
Tommy Overstreet,Heart Of Dixie,0,-13.569,11,0.0,0.0,129.714,0
Kzss & Atma,Obsidian Sunrise,0,-3.352,5,0.0,0.0,145.47799999999995,0
Stelios Dionisiou,To Sinnefo,0,-7.306,0,0.0,0.0,99.955,0
The Moody Blues,Long Summer Days,1977,-9.769,2,0.0,0.0,91.453,0
Frankie Randall,Winter Wonderland,0,-18.86,4,0.0,0.0,100.0,0
New Order,Jetstream - Arthur Baker Remix,2005,-5.721,0,0.0,0.0,122.484,0
Los Fernandos,All My Loving,0,-11.515999999999998,4,0.0,0.0,103.432,0
Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill),0,-7.717,2,0.0,0.0,160.02700000000004,0
D' Militante,T.V. & Movies,0,-15.655,9,0.0,0.0,240.314,0
The Killers,Show You How,2004,-6.4670000000000005,2,0.0,0.0,82.90899999999998,0
Simple Minds,Chelsea Girl (Live),2004,-9.503,1,0.0,0.0,103.637,0
Pamelo Mounk'a,On ne meurt qu'une fois,0,-13.89,2,0.0,0.0,112.752,0
Damone,Child Of The Night,2006,-4.272,6,0.0,0.0,154.093,0
Kool Savas,Therapie,0,-3.985,6,0.0,0.0,90.148,0
Michelle & Vickie,Ying Guang Hu Die,0,-8.78,0,0.0,0.0,94.276,0
Little Eva,The Loco-Motion,1962,-6.643,3,0.0,0.0,129.781,1
NewFound Road,Brand New Broken Heart,2009,-5.864,7,0.0,0.0,223.34,0
Nelson Ned,Mi Sangre Latino,0,-12.026,9,0.0,0.0,85.7,0
Madilu System,Vincent,0,-3.871,9,0.0,0.0,130.126,0
Vilma Palma e Vampiros,Te quiero tanto,1993,-6.107,7,0.0,0.0,127.803,0
The High Strung,The Lifestyle That Got Away,2009,-2.679,9,0.0,0.0,95.11,0
Set Your Goals,the fallen...,2009,-2.192,3,0.0,0.0,194.532,0
Lost Boyz,Get Your Hustle On,1997,-9.725,9,0.0,0.0,93.174,0
Ray Conniff,Yesterdays,0,-14.286,0,0.0,0.0,65.852,0
Mr Dubz,Diss Location,0,-6.481,6,0.0,0.0,87.99,0
Hot Tuna,Extrication Love Song,1976,-5.807,2,0.0,0.0,93.532,0
Spieluhrmelodien,Zeigt her eure F\xc3\xbc\xc3\x9fe,0,-10.823,2,0.0,0.0,94.977,0
The Twinkle Brothers,Under World Dub,0,-11.837,9,0.0,0.0,88.355,0
Soda Stereo,Persiana Americana (Live),1987,-11.947,4,0.0,0.0,104.521,0
Mil,Dis moi,0,-5.041,1,0.0,0.0,199.747,0
Shakira,Did It Again (featuring Kid Cudi),0,-5.2429999999999986,0,0.0,0.0,137.935,0
Billy Bragg & Wilco,She Came Along To Me (LP Version),0,-7.46,9,0.0,0.0,119.066,0
Andre Verchuren,Tra-La-La Musette,0,-14.252,0,0.0,0.0,180.588,0
Marco Beltrami,Past Meets Present,0,-17.169,5,0.0,0.0,188.068,0
Die Bandbreite,Recht auf Lungenkrebs,0,-9.839,7,0.0,0.0,131.784,0
Erik Hassle,Don't Bring Flowers,2009,-7.564,7,0.0,0.0,127.923,0
G\xc3\xb6tterd\xc3\xa4mmerung,Skincree,0,-6.942,11,0.0,0.0,137.846,0
Tum Tum,Lil Stuntin,0,-16.408,9,0.0,0.0,87.71600000000002,0
Pardesi,Pardesi Pind Wich Ageya,0,-13.242,8,0.0,0.0,98.824,0
Death From Above 1979,Romantic Rights,2004,-7.1629999999999985,7,0.0,0.0,150.155,0
John Brown,Uncle Interlude,0,-13.816,11,0.0,0.0,77.692,0
Foo Fighters,If Ever,2007,-7.442,2,0.0,0.0,150.83,0
Edmundo Ros,The Wedding Samba,0,-9.905,7,0.0,0.0,121.596,0
The Antlers,Stairs To the Attic,2007,-8.878,7,0.0,0.0,80.023,0
Mal De Ojo,Lekeitio,0,-6.206,4,0.0,0.0,140.951,0
Eyehategod,Left To Starve,1992,-11.31,2,0.0,0.0,97.916,0
Lionel Rogg,Prelude And Fugue In C Major BWV 545 : Prelude,0,-10.997,0,0.0,0.0,77.75399999999998,0
Jimmy Riley,The Love We Had Version,0,-13.633,8,0.0,0.0,160.04,0
Elliot Goldenthal,Vortex,2000,-23.519,2,0.0,0.0,79.35,0
Lily Holbrook,Smoke Screen,0,-9.823,11,0.0,0.0,118.268,0
The Presets,If I Know You,2008,-7.1679999999999975,2,0.0,0.0,128.976,0
Mat Kearney,Never Be Ready,2009,-6.81,11,0.0,0.0,151.936,0
Conjunto Clasico,Coqu\xc3\xad,0,-15.732,0,0.0,0.0,83.905,0
The Black Crowes,Nonfiction,1994,-8.311,5,0.0,0.0,163.204,0
G-Unit,Money Make The World Go Around,0,-5.871,7,0.0,0.0,93.988,0
Julie Roberts,Unlove Me,2004,-10.002,1,0.0,0.0,122.022,0
Georges Delerue,Ouverture,0,-13.074000000000002,2,0.0,0.0,141.65200000000004,0
At All Cost,Drugs,2007,-6.465,3,0.0,0.0,100.331,0
Phil Spector,Spanish Harlem,0,-14.669,0,0.0,0.0,101.166,0
Michael Bloomfield,Narrative #1,0,-20.026,8,0.0,0.0,106.269,0
William Coulter,The Painter And The Magician,0,-14.233,2,0.0,0.0,177.84099999999995,0
Shamen,Scientas,1992,-14.443,2,0.0,0.0,219.826,0
Charles Williams And His Orchestra,Portrait Of Clare (from 'Portrait Of Clare'),0,-24.422,7,0.0,0.0,66.907,0
Scott Wesley Brown,Somebody's Brother (Somebody's Brother Album Version),0,-20.02,2,0.0,0.0,124.346,0
Galactic,Squarebiz,2007,-4.181,11,0.0,0.0,91.89,0
Soul Embraced,Someday (Immune Album Version),0,-8.432,0,0.0,0.0,168.19299999999996,0
Nick Cave & The Bad Seeds,The Hammer Song (2010 Digital Remaster),0,-10.794,7,0.0,0.0,99.565,0
An Cafe,KORITSU HOSPITAL,0,-3.545,7,0.0,0.0,170.003,0
Tiny Tim,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],2000,-14.23,5,0.0,0.0,167.477,0
Avril Lavigne,Innocence,2007,-4.165,1,0.0,0.0,138.364,0
The Shamen,Heal (The Separation) [H.E.L.P Breakbeat],1996,-8.068999999999999,5,0.0,0.0,110.04,0
The Brooklyn Tabernacle Choir,All That You Need,1995,-14.173,7,0.0,0.0,115.371,0
Chimaira,Severed (demo) (Album Version),0,-3.884,11,0.0,0.0,69.792,0
Barrabas,Broadway Star,0,-13.115,9,0.0,0.0,131.72899999999998,0
Capleton,Conscience Ah Heng Dem (interlude),2000,-15.0,3,0.0,0.0,170.78099999999995,0
Hem,Redwing,2004,-10.468,3,0.0,0.0,123.997,0
Jackie Edwards,Worrying Over You,0,-13.686,6,0.0,0.0,150.30200000000005,0
Mickey And The Students,Gimme Gimme Song,0,-7.329,7,0.0,0.0,107.433,0
Steve Erquiaga,Sicilienne,0,-28.2,9,0.0,0.0,150.784,0
Malcolm McLaren,You Need Hands (1993 Digital Remaster),0,-14.338,8,0.0,0.0,106.413,0
Birmingham Jubilee Singers,Hope I'll Join That Band,0,-17.242,8,0.0,0.0,88.90799999999999,0
Lara,Nur eine Nacht mit Dir,2009,-6.255,1,0.0,0.0,124.014,0
Bumblefoot,Abnormal (Acoustic),0,-10.491,0,0.0,0.0,156.222,0
Sam Butera & The Witnesses,Perdido (1999 Digital Remaster),0,-13.778,8,0.0,0.0,178.71599999999995,0
Helmet,Your Head,1995,-11.448,7,0.0,0.0,202.829,0
Britney Spears,Everytime,2003,-3.738,0,0.0,0.0,85.331,1
Rise Against,State Of The Union,2004,-3.619,10,0.0,0.0,132.045,0
Headhunter,Signs Of Insanity,0,-5.431,11,0.0,0.0,133.005,0
Crazy Horse,Dance_ Dance_ Dance  (Album Version),0,-13.771,9,0.0,0.0,152.72899999999996,0
Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That,1976,-17.337,0,0.0,0.0,157.582,0
Serpentine,Rainbow Ride,0,-8.712,4,0.0,0.0,122.004,0
Bukue One,Ready Now,0,-11.601,11,0.0,0.0,188.947,0
Hiram Bullock,Voodoo Chile,0,-8.016,9,0.0,0.0,129.245,0
Andreas Dorau,So ist das nun mal,1997,-8.586,10,0.0,0.0,124.988,0
Baroness,Grad,2007,-9.213,3,0.0,0.0,98.763,0
Crazy Horse,Scratchy (Takes 1-3 / bonus track),0,-11.252,9,0.0,0.0,119.649,0
Paul Taylor / Terry Dexter,Long Distance Relationship,0,-7.284,9,0.0,0.0,135.87,0
Lee Ritenour,Captain Fingers,1977,-8.424,5,0.0,0.0,128.972,0
Andr\xc3\xa9 Minvielle,Les Chaudrons,2007,-7.6320000000000014,7,0.0,0.0,125.47,0
Gaiteros de Pillopo,El Barbero,0,-8.173,9,0.0,0.0,179.665,0
Darwin's Waiting Room,Feel So Stupid (Table 9),2001,-5.172999999999999,6,0.0,0.0,101.923,0
A.Z.,We Can't Win (Explicit),1995,-12.042,11,0.0,0.0,88.064,0
Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,0,-6.882999999999999,0,0.0,0.0,130.016,0
Hassan Annouri feat. Cassandra Steen,Wahrheit,0,-5.106,7,0.0,0.0,150.063,0
Arturo Sandoval,My Funny Valentine,2003,-14.818,0,0.0,0.0,61.018,0
Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),0,-3.525,7,0.0,0.0,93.021,0
