Artist name,Title,Year,Loudness,Key,Danceability,Energy,Tempo
Washboard Sam,Big Woman,0,-17.36,0,0.0,0.0,177.878
David & Steve Gordon,Evenglow,1982,-28.430999999999997,2,0.0,0.0,64.634
Thomas Battenstein,Plage de Belle Maison,0,-27.706,9,0.0,0.0,133.166
Harry Gregson-Williams,Sanchez Family,2004,-15.118,9,0.0,0.0,160.03799999999995
Gus Viseur,Quinze mai,0,-14.669,6,0.0,0.0,211.97400000000002
Ray Barretto,I Think About You (LP Version),0,-11.15,0,0.0,0.0,134.211
Gran Coquivacoa,Gaita Pueblera,0,-11.837,9,0.0,0.0,167.567
The Jam,Bricks And Mortar,1977,-9.696,1,0.0,0.0,145.115
Oscar Lima,If You Wanna Be My Friend,1999,-8.66,10,0.0,0.0,85.195
Deodato,Somewhere Out There (Album Version),0,-9.372,10,0.0,0.0,136.17700000000002
Marco Beltrami,Franks Plea,2004,-19.305999999999997,5,0.0,0.0,120.484
MICHAEL WHITE,Matriarch (LP Version),0,-13.879000000000001,4,0.0,0.0,112.289
Trafik,Le Beeatch,0,-7.671,10,0.0,0.0,128.012
Leon Russell,Hummingbird,1970,-12.892999999999999,5,0.0,0.0,86.994
Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,2006,-18.942,7,0.0,0.0,122.00200000000001
Jimmie Davis,It Makes No Difference,0,-17.33,4,0.0,0.0,118.977
Jah Wobble & Bill Laswell,Subcode,0,-12.997,7,0.0,0.0,155.19299999999996
The Four Pennies,Juliet,2002,-9.427,6,0.0,0.0,101.30799999999999
Vonray,Part Of Me (LP Version),2003,-5.472,8,0.0,0.0,108.01100000000001
Blind Willie McTell,Let Me Play With Yo' YoYo,0,-16.227,1,0.0,0.0,170.46200000000005
Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),2000,-8.099,7,0.0,0.0,137.328
Five Fingers of Funk,Let It Flow (Feat. Gauran-T and Freaky Frederali),1998,-9.999,2,0.0,0.0,111.92399999999999
Leana,Pack Your Bags (Jake Benson Club Mix),0,-10.228,1,0.0,0.0,132.995
Big Star,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],0,-10.132,7,0.0,0.0,103.28
Valient Thorr,Problem Solver,2006,-6.641,1,0.0,0.0,91.85799999999999
Birmingham Jubilee Singers,Rollin' Down To Jordan,0,-17.839000000000006,1,0.0,0.0,90.94200000000001
Marcio Faraco,Sarapatel Humano,2002,-13.485,0,0.0,0.0,134.77700000000002
Lizzy Borden,Psychopath,1985,-8.38,9,0.0,0.0,145.88299999999995
Flexy,Toca Me (Album Version),0,-5.779,8,0.0,0.0,126.03399999999999
Brenda Lee,Everybody Loves Me But You,1995,-15.603,7,0.0,0.0,107.073
Christos Dantis,24.000 Baci,0,-7.604,11,0.0,0.0,166.138
Patience Dabany,Abagui Alobi,1994,-10.672,5,0.0,0.0,124.29299999999999
Johnny Copeland,Circumstances,0,-11.61,4,0.0,0.0,120.765
FU-Schnickens,Visions (20/20),1994,-11.040999999999999,6,0.0,0.0,90.846
Northern State,Last Night,2004,-7.492000000000001,6,0.0,0.0,129.352
Mix Mob,Who's 2 Blame,0,-9.079,9,0.0,0.0,90.62100000000001
Sugar Minott,A True,1984,-7.651,1,0.0,0.0,152.91
Rance Allen Group,The Painter,2006,-13.318,0,0.0,0.0,100.288
Guitar Slim,When The Sun Goes Down,0,-18.662,8,0.0,0.0,95.64299999999999
Nancy Walker,I'm Kinda Partial To His Puss (from My Square Laddie),0,-15.61,5,0.0,0.0,43.485
Aswad,Ina Your Rights,1981,-8.777000000000001,2,0.0,0.0,167.312
Little Milton,Little Bluebird,1995,-14.245,0,0.0,0.0,167.665
Los Traileros Del Norte,Dolor,0,-8.35,9,0.0,0.0,83.95299999999997
Galactic,[Hidden Track],2000,-7.724,1,0.0,0.0,121.26
A Different Breed of Killer,The Cleansing Apparatus,2008,-5.029,6,0.0,0.0,192.725
Simple Minds,See The Lights (2002 Digital Remaster),1991,-7.968,1,0.0,0.0,125.344
Connie Smith,Cincinnati Ohio,0,-12.469000000000001,11,0.0,0.0,138.657
Franz Ferdinand,Do You Want To,2005,-3.509,0,0.0,0.0,124.01
Los Ninos De Sara,Espana tiene sabor,0,-9.578,6,0.0,0.0,120.971
Darden Smith,Midnight Train,1990,-8.666,3,0.0,0.0,154.403
Michael Stanley Band,Bop Till You Drop,0,-12.88,11,0.0,0.0,174.271
Alfredo Kraus - Orquesta de Conciertos de Madrid - Pablo Soroz\xc3\xa1bal,El \xc3\xbaltimo rom\xc3\xa1ntico: romanza de tenor,0,-13.607999999999999,4,0.0,0.0,92.475
MIMS Featuring J. Holiday,Be My Hustla (Explicit) (Feat. J. Holiday),0,-5.808,5,0.0,0.0,132.844
Los Fabulosos Cadillacs,Vos Sabes,1999,-6.393,6,0.0,0.0,114.72
Kanye West,School Spirit Skit 2,2003,-13.927999999999999,8,0.0,0.0,201.792
RUN-DMC vs. Jason Nevins,It's Like That,1984,-6.7479999999999976,0,0.0,0.0,129.07
James Darren,P.S. I Love You (LP Version),0,-12.917,3,0.0,0.0,56.977
Sonny Terry & Brownie McGhee,Ain't No Tellin',0,-17.55,3,0.0,0.0,103.302
Glen Washington,Strangers In The Night,2000,-4.859,11,0.0,0.0,153.602
Bill Cosby,Hold On I'm A Comin' (Album Version),1968,-11.186,0,0.0,0.0,117.04700000000001
Nouvelle,C\xc3\xa9u do Brasil,2000,-14.659,2,0.0,0.0,220.02599999999998
Blingtones,South Side Rep Your Hood (Ringtone_ Sonnerie),0,-11.883,8,0.0,0.0,153.803
Wednesday 13's Frankenstein Drag Queens From Planet 13,197666 w/ Special Guest The Confederate Crusader (Album Version),0,-4.625,9,0.0,0.0,183.512
KRS-One,Freestyle Ministry (server Verbals),2004,-4.178,10,0.0,0.0,95.285
Laurindo Almeida / Charlie Byrd,Tanguero,0,-19.884,7,0.0,0.0,116.181
Juan Carmona,Juncales,0,-8.218,10,0.0,0.0,156.833
Constance Demby,Moving On,1989,-13.129000000000001,4,0.0,0.0,153.942
Jose Luis Perales,\xc2\xbfY C\xc3\xb3mo Es \xc3\x89l?,0,-13.47,10,0.0,0.0,76.449
Birds of Prey,To My Victim's Families,0,-4.914,1,0.0,0.0,117.463
R. Carlos Nakai,Red Wind (World),1994,-24.997,7,0.0,0.0,142.151
Bob McKenzie / Doug McKenzie,This Is Our Album_ Eh?,0,-28.096,11,0.0,0.0,77.718
Rockit,Stuck On Rewind,0,-10.157,1,0.0,0.0,91.95100000000001
Call To Preserve,Open your Eyes,2008,-2.045,4,0.0,0.0,115.09
Unwritten Law,Up All Night (Acoustic Live Album Version),2003,-7.742000000000001,3,0.0,0.0,111.943
David Robertson,Love Is An Uphill Climb  (),0,-11.584000000000001,7,0.0,0.0,127.686
Nick Cave & The Bad Seeds,Sleeping Annaleah (2009 Digital Remaster),0,-10.168,7,0.0,0.0,125.11200000000001
Lorna,He Dreams Of Spaceships,0,-11.107999999999999,0,0.0,0.0,84.054
Korn,Coming Undone (Sleazy Days Rock Electro Remix) (Acid Planet Remix -- France),0,-3.533,7,0.0,0.0,150.017
Chaotica,Hypergasm,0,-10.589,9,0.0,0.0,140.007
PRE,Greasers,2007,-3.972,9,0.0,0.0,142.107
Les Ogres De Barback,Femme du guerrier,1997,-10.032,7,0.0,0.0,209.38400000000001
Jill Paquette,Sometimes Yes_ Sometimes No,0,-9.922,6,0.0,0.0,144.02700000000004
P.O.D.,Wildfire (Album Version),0,-4.436,2,0.0,0.0,146.063
Anne Dudley,Victims of the occupation,2006,-18.671,1,0.0,0.0,95.777
Bob Wills,Linda Lou,0,-14.927999999999999,3,0.0,0.0,109.65700000000001
Uriah Heep,Falling In Love,1978,-8.535,5,0.0,0.0,165.976
THE AD LIBS,Johnny My Boy - Original,0,-8.693,11,0.0,0.0,127.35600000000001
Dionne Warwick,I've Been Loving You Too Long (LP Version),0,-12.992,10,0.0,0.0,126.54
Darwin Hobbs,Worshipper's Medley,2005,-7.0870000000000015,1,0.0,0.0,111.417
Ivan Parker,Close To The Well (Live),0,-11.83,10,0.0,0.0,84.92200000000003
Eric Burdon,Leo's place,1999,-12.732999999999999,7,0.0,0.0,138.593
Julie Zenatti,A Quoi Ca Sert,0,-5.559,9,0.0,0.0,134.882
Lyrics Born,Stop Complaining/Remix/Jam,2006,-5.407,7,0.0,0.0,110.925
John Fogerty,Don't You Wish It Was True,2007,-5.187,4,0.0,0.0,124.505
David Tao,Love Can,0,-6.806,6,0.0,0.0,148.02
Sofia Karlsson,Andra sidan,2009,-16.757,3,0.0,0.0,152.338
Humanzi,Fix The Cracks,2006,-6.114,0,0.0,0.0,158.972
Asleep At The Wheel,The Son Shines Down On Me,0,-17.127,11,0.0,0.0,104.098
Inspector 9,Not Missing You,0,-10.032,5,0.0,0.0,121.89200000000001
Klaus Badelt,Severe Severing,2007,-22.28,9,0.0,0.0,246.593
deadboy & the Elephantmen,No Rainbow,2005,-10.752,6,0.0,0.0,161.68
Sandy Lam,Shi Guang Ben Shi Wu Zui,0,-10.782,11,0.0,0.0,139.213
Commander Cody And His Lost Planet Airmen,Too Much Fun,1974,-12.484000000000002,9,0.0,0.0,106.925
The Jackson Southernaires,Show Some Sign,0,-7.926,5,0.0,0.0,142.523
Call To Preserve,Hope For The Fallen,2008,-1.672,5,0.0,0.0,158.018
Mae West,Little Bar Butterfly,1996,-11.130999999999998,1,0.0,0.0,123.204
Orbital,Farenheit 303,2005,-15.046,6,0.0,0.0,123.992
Gerald Clayton,Scrimmage,2009,-14.232000000000001,4,0.0,0.0,76.425
Glen Campbell,After The Glitter Fades (LP Version),0,-17.913,4,0.0,0.0,155.839
Gene Simmons,Drinkin' Wine - Original,0,-12.567,7,0.0,0.0,103.301
Aerosmith,Crazy,1993,-4.277,6,0.0,0.0,162.343
Ned Miller,From a Jack To a King,1963,-10.112,3,0.0,0.0,99.334
Talib Kweli,Say Something [featuring Jean Grae] (Album Version),2007,-6.434,10,0.0,0.0,190.00799999999998
Kaija Koo,Viimeinen lento,1993,-9.933,1,0.0,0.0,167.857
Mich\xc3\xa8le Arnaud,La vie d'artiste,0,-12.859000000000002,3,0.0,0.0,111.152
The Shangri-Las,Out in the Streets,1965,-11.219000000000001,6,0.0,0.0,105.83200000000001
Herbst9_ Z'ev,Reinvigorated (Maschinenkult_ Pt. 1),0,-13.785,0,0.0,0.0,162.781
Assassin,Str8 M.O.B.,0,-6.694,9,0.0,0.0,180.00799999999995
L.A. Guns,Wanted Dead Or Alive,0,-13.050999999999998,7,0.0,0.0,150.056
Johnny Winter,Shed So Many Tears,1984,-15.085999999999999,7,0.0,0.0,111.71600000000001
Bruce Rowland,Mountain Theme,1982,-21.141,7,0.0,0.0,120.664
H\xc3\xa9roes del Silencio,Oraci\xc3\xb3n (Directo),0,-4.8839999999999995,11,0.0,0.0,110.57600000000001
Herbert Von Karajan,Conc Orchestre Sz.116/Allegretto (2eme Mvt),0,-26.44,6,0.0,0.0,205.69400000000002
Dale Hawkins,Pretty Little Thing,0,-9.503,9,0.0,0.0,85.794
5th Ward Boyz,Ho Shit (Chopped&Screwed),1993,-6.7120000000000015,2,0.0,0.0,130.72899999999998
John Tchicai,Drunnhvita Elevator,0,-39.325,1,0.0,0.0,105.096
Rui Da Silva,Lixuneanos (Original Mix),0,-8.229,3,0.0,0.0,129.92700000000002
Gabriel Yared,Chile con carne,1986,-21.031999999999996,11,0.0,0.0,89.87100000000002
MxPx,You Found Me,1995,-5.41,11,0.0,0.0,101.10600000000001
Line Renaud,En \xc3\x89coutant Mon Coeur Chanter,0,-8.546,6,0.0,0.0,66.97399999999999
The Who,Slip Kid,1975,-9.003,2,0.0,0.0,151.796
Blind Blake,Dry Bone Shuffle,2006,-16.923,10,0.0,0.0,140.178
Angela Dimitriou,Mi Mas Agapas,0,-8.07,8,0.0,0.0,109.695
Singing Melody,You're All I Need,0,-6.0070000000000014,7,0.0,0.0,109.045
Ayo,These Days,2006,-18.328,4,0.0,0.0,82.723
Vicious Mary,Keysage,0,-11.902000000000001,2,0.0,0.0,88.984
The Fray,She Is,2005,-6.1320000000000014,10,0.0,0.0,144.239
Estrellas Cubanas,Fiel Enamorado,0,-5.569,0,0.0,0.0,203.419
Joell Ortiz,Warfare,0,-7.559,7,0.0,0.0,115.93299999999999
Seventh Day Slumber,Lead Me To The Cross (Acoustic),0,-6.183,6,0.0,0.0,150.089
Grandmaster Flash,The King,0,-16.323,0,0.0,0.0,93.85600000000001
Andy & Lucas,Dame Un Besito (Version Salsa),0,-6.7,0,0.0,0.0,103.984
Nik & Jay,Gir Dig Mer,0,-6.0120000000000005,10,0.0,0.0,125.02799999999999
Stern,Ouverture,0,-12.907,7,0.0,0.0,120.052
The Jordanaires,Games People Play,0,-13.482000000000001,10,0.0,0.0,166.199
H-Town,Champagne Bubble Bath,0,-5.979,5,0.0,0.0,65.971
Army of the Pharoahs,Listen Up,0,-8.316,6,0.0,0.0,92.09899999999999
Speech,Have Fun Prelude,2003,-19.406,1,0.0,0.0,72.845
Billy Higgins,Peace,0,-11.92,8,0.0,0.0,206.609
Jesus Jones,Move Mountains (BBC In Concert),0,-10.248,2,0.0,0.0,119.729
Dan Moretti,Dreams - Original,0,-10.474,5,0.0,0.0,84.791
Little Jr. Parker,Mother-In-Law Blues,1958,-14.925,4,0.0,0.0,101.914
Nerf Herder,Golfshirt Pt. 2,0,-6.077000000000001,7,0.0,0.0,135.083
Circular,Calm,0,-22.785999999999998,0,0.0,0.0,91.397
Shelby Lynne,Pretend,2008,-17.514,4,0.0,0.0,100.848
Moraes Moreira,Ares Populares/Asa Branca,0,-12.793,2,0.0,0.0,193.99
Bullethole,Now I Know,0,-6.001,1,0.0,0.0,168.00900000000001
Solitaire,Blue Lights Flashing,0,-5.769,9,0.0,0.0,120.27
YGGDRASIL,Nordmark,0,-7.317,7,0.0,0.0,104.186
Vrse Murphy,Wrong Decision (Instrumental),0,-12.123,6,0.0,0.0,99.10600000000001
The Dee Jays,I'll Never Get Over You,0,-5.19,9,0.0,0.0,133.974
Lady GaGa,Poker Face,2008,-11.323,3,0.0,0.0,86.499
Tracy Byrd,Just Let Me Be In Love,2007,-7.695,0,0.0,0.0,96.068
Marty Robbins,A Castle In The Sky,0,-10.427,4,0.0,0.0,119.324
Aswad,Rudeboy,0,-10.789000000000001,1,0.0,0.0,199.826
Mighty Mighty Bosstones,Do Somethin' Crazy,1989,-9.769,4,0.0,0.0,186.6
Akissa,Le Vivre Pour Le Croire,0,-5.805,11,0.0,0.0,112.86399999999999
Cindy Morgan,Someone Believes In You - Album Version,0,-13.315999999999999,0,0.0,0.0,92.411
Humanzi,Amsterdamaged,0,-9.253,8,0.0,0.0,120.948
DJ X-Change,Shawty Say,0,-6.3629999999999995,10,0.0,0.0,160.045
Vince Guaraldi,Room At The Bottom,1964,-24.669,5,0.0,0.0,74.255
Aerosmith,Milkcow Blues,1991,-10.672,7,0.0,0.0,103.976
Eric B. & Rakim,Follow The Leader,1988,-9.406,10,0.0,0.0,219.94
Isabelle Adjani,Entre Autre Pas En Tra\xc3\xaetre,1983,-16.755,7,0.0,0.0,130.273
Patrick Saint-Eloi,Mo lanmou,0,-10.797,9,0.0,0.0,106.633
The Police,So Lonely,1978,-8.282,7,0.0,0.0,156.957
Aurlus Mab\xc3\xa9l\xc3\xa9,Fr\xc3\xa8res de sang (feat. Meiway),0,-4.355,0,0.0,0.0,125.916
James Darren,Your Smile (LP Version),0,-11.828,10,0.0,0.0,192.114
Marcus Miller,3 Deuces,2001,-12.878,0,0.0,0.0,100.135
Anthony Cruz,Sin Ti,0,-13.159,5,0.0,0.0,178.72099999999998
Del The Funky Homosapien,Corner Story,1998,-7.5310000000000015,4,0.0,0.0,87.955
Ebba Forsberg,Ta Min Vals (Take This Waltz),0,-12.98,5,0.0,0.0,47.754
Parachute Band,Thine Is The Kingdom,0,-4.747,9,0.0,0.0,87.96700000000001
Remmy Ongala,Pamella,0,-12.532,7,0.0,0.0,123.669
Eddy Raven,In A Letter To You (Digitally Remastered 98),0,-10.008,8,0.0,0.0,129.266
Michael Stanley Band,He Can't Love you,1980,-10.922,0,0.0,0.0,151.716
Carl Crack,Sonnenfreunde,1998,-14.159,8,0.0,0.0,107.054
Gabriela Anders,Love Is So Unkind (Album Version),1998,-9.394,0,0.0,0.0,148.119
Pelle Carlberg,I Love You_ You Imbecile,2007,-4.4030000000000005,7,0.0,0.0,155.07
Michael Gettel,Turning Of A Key,1993,-16.229,5,0.0,0.0,95.046
Kingston Trio,Good News,0,-12.145,8,0.0,0.0,139.38
Jessica Myrberg,I Love Rock n\xc2\xb4 Roll,0,-4.878,1,0.0,0.0,95.97200000000001
Diego Vasallo,Dos imposibles,0,-6.146,7,0.0,0.0,128.061
Shriekback,Squanderer,2007,-5.968,8,0.0,0.0,70.074
Kruger,Narechenny Izgoem,0,-9.15,1,0.0,0.0,140.254
Dora The Explorer,Boots The Monkey!,0,-8.52,2,0.0,0.0,153.033
AFI,Too Shy To Scream,2009,-4.606,8,0.0,0.0,94.93700000000001
Solas,Lament for Frankie,1996,-22.186999999999998,3,0.0,0.0,47.934
Russell Malone,Sugar Buzz,2007,-13.763,1,0.0,0.0,86.17200000000004
Magnatune Compilation,I Don't Care If You Lie (C Layne),0,-10.317,9,0.0,0.0,80.031
Smokin' Joe Kubek & Bnois King,Tell Me Why,0,-6.854,9,0.0,0.0,115.863
Suicide,Night Time,2004,-5.537000000000001,0,0.0,0.0,185.46
Phantom Planet,After Hours,2004,-5.482,4,0.0,0.0,113.874
Mario Rosenstock,Mercedes Benz,0,-5.396,5,0.0,0.0,181.731
Junior M. A. F. I. A.,We Don't Need It (Amended Album Version),0,-8.007,1,0.0,0.0,129.58
DJ Deeon,Rubber Track,0,-14.696,7,0.0,0.0,95.571
Apache Indian,Real People (Cybernetic Dub),0,-6.136,10,0.0,0.0,97.994
Pegy Zina,Psihi Mou Moni,0,-8.189,9,0.0,0.0,125.027
Shangri Las,So Much Love,0,-15.636,9,0.0,0.0,132.149
A Static Lullaby,The Everlasting Gaze (A Static Lullaby),0,-6.5710000000000015,2,0.0,0.0,150.075
50 Cent / Mobb Deep,Outta Control,2005,-5.803999999999999,11,0.0,0.0,91.98100000000001
Jason & The Scorchers,Mother Of Greed,0,-4.3,0,0.0,0.0,122.025
Theodore Shapiro,Gun Pull,2006,-32.166,7,0.0,0.0,131.409
Jesse Malin,Broken Radio,2007,-7.95,4,0.0,0.0,129.953
M\xc3\xb6tley Cr\xc3\xbce,Afraid,1997,-5.6679999999999975,0,0.0,0.0,124.024
Sivuca & Camerata Bras\xc3\xadlica,A Doce Can\xc3\xa7\xc3\xa3o de N\xc3\xa9lida,0,-15.085,0,0.0,0.0,152.282
Nando Lauria,Sonho (Dream),0,-23.171999999999997,2,0.0,0.0,143.21200000000005
Fredi,Tule illoin,0,-13.690999999999999,2,0.0,0.0,166.555
Emotion Code,Flip Over And Upsidedown,0,-6.412000000000001,0,0.0,0.0,120.00200000000001
Greater Vision,I Was Blind But Now I See,0,-7.084,5,0.0,0.0,105.06
Bill Murk,Amazing Grace,0,-9.237,7,0.0,0.0,126.664
Marco Beltrami,The Wrapper,0,-26.526999999999997,5,0.0,0.0,202.578
Jere McAllister,Let the Music Use You (Next Generation Mix),0,-11.283,10,0.0,0.0,126.319
Claire Elzi\xc3\xa8re,Les frelons (Live),0,-13.4,5,0.0,0.0,163.066
Faith Hill & Tim McGraw,Let's Make Love (Album Version),1999,-8.355,5,0.0,0.0,146.85
Jimmy McCracklin,Street Loafin' Woman,0,-26.246,4,0.0,0.0,96.2
Hunters,Ho Sake To,0,-8.027000000000001,11,0.0,0.0,130.05100000000002
Tito Puente,Flight To Jordan,1998,-14.445,8,0.0,0.0,135.374
Radiohead,Vegetable (Live),1993,-9.958,7,0.0,0.0,115.906
Set Your Goals,summer jam,2009,-3.242,8,0.0,0.0,99.024
Dropkick Murphys,Amazing Grace (Album Version),1999,-5.232,3,0.0,0.0,183.68400000000003
Art Ensemble Of Chicago,Horn Webb,0,-15.339,0,0.0,0.0,121.611
Ill Harmonics,Contagious,0,-8.602,1,0.0,0.0,95.954
Leona Naess,Star Signs,2003,-14.507,4,0.0,0.0,129.887
Mister Ries,So It Goes,0,-14.113,8,0.0,0.0,150.009
Twila Paris,Come Emmanuel (House Of Worship Album Version),0,-11.415999999999999,11,0.0,0.0,88.618
Daniel Johnston,Rock Around The Christmas Tree,2006,-7.324,4,0.0,0.0,133.142
Jeff Wahl,India,2003,-25.416,2,0.0,0.0,150.08100000000005
The Motors,Love Round The Corner,0,-6.433,4,0.0,0.0,154.167
Jimmy McCracklin,Give My Heart A Break aka You Don't Seem To Understand,0,-9.517000000000001,10,0.0,0.0,147.63299999999995
Faiz Ali Faiz,Lagian ne maujan,0,-8.523,3,0.0,0.0,141.231
Paso Doble,Fantasie (Extended Version),0,-11.718,0,0.0,0.0,115.633
Speaker,Joking,1999,-4.63,9,0.0,0.0,131.968
The Stooges,Not Right (Remastered LP Version),0,-3.968,11,0.0,0.0,148.458
Christos Kedras,Water Blazz (Chill House mix),0,-7.7170000000000005,0,0.0,0.0,119.331
David Evans,Prison Bound Blues,0,-9.422,7,0.0,0.0,86.20100000000002
Uriah Heep,Wake The Sleeper,2008,-4.013999999999999,4,0.0,0.0,127.962
Will Pan,Shuo Ni Ai Wo,0,-6.682,8,0.0,0.0,121.988
Gold City,What Child Is This?,0,-14.328,7,0.0,0.0,194.028
Restless Heart,That Rock Won't Roll,1986,-13.644,9,0.0,0.0,114.382
Michael Gettel,Safe Passage,1996,-16.934,7,0.0,0.0,101.529
Brand X,Zero Db (drum solo by Frank Katz),0,-18.473,6,0.0,0.0,71.608
U2,FEZ-Being Born,2009,-7.896,7,0.0,0.0,187.84400000000002
Five Blind Boys of Alabama,I've Got a Home,2008,-7.495,10,0.0,0.0,93.417
Akon,Over The Edge,2008,-6.102,5,0.0,0.0,126.98299999999999
Luiz Bonfa,Olhos Ciganos,0,-13.475999999999999,10,0.0,0.0,130.27200000000002
Arco Iris,Felicidades,0,-8.415,4,0.0,0.0,131.857
Ray Conniff,My Melody Of Love,0,-12.307,8,0.0,0.0,172.514
Shania Twain,Raining On Our Love,1995,-11.958,6,0.0,0.0,82.789
Jo-El Sonnier,Les Grande Bois,0,-8.556000000000001,2,0.0,0.0,144.649
Les Rythmes Digitales/ Tzant Feat. ODC MC,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),0,-4.242,6,0.0,0.0,86.113
Hushabye Baby,So Small (Lullaby Rendition of Carrie Underwood),0,-22.803,3,0.0,0.0,147.85299999999995
Blind Willie McTell,Writing Paper Blues,1927,-11.383,3,0.0,0.0,131.624
Since The Flood,All For Nothing,2007,-2.191,2,0.0,0.0,189.987
Yank Rachell,My Mind Got Bad,0,-16.589000000000002,4,0.0,0.0,91.589
Los Iracundos,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),0,-9.368,5,0.0,0.0,93.28299999999999
The Sun Harbor's Chorus-Documentary Recordings,US Air Force,0,-13.915,10,0.0,0.0,122.84200000000001
Roy Brown,Love Don't Love Nobody,0,-10.187000000000001,3,0.0,0.0,154.631
David Saylor,This Time,0,-7.597,11,0.0,0.0,112.99799999999999
Cumberland Quartet,One Day At A Time,0,-13.533,3,0.0,0.0,150.75
Mest,Tonight Will Last Forever (Album Version),2005,-8.247,7,0.0,0.0,176.16
Edith Lefel,L'a f\xc3\xaate komine,1992,-11.613,11,0.0,0.0,135.099
Geiom Ft. Marita,Sugar Coated Lover,0,-8.654,6,0.0,0.0,140.989
Orlando Pops Orchestra,El Manisero,0,-15.017999999999999,7,0.0,0.0,80.79
Bob Dylan,New Pony,1978,-5.563,9,0.0,0.0,80.7
Orbit,Nice Ride,0,-7.893,4,0.0,0.0,142.351
F.l.y.,Shit 3 Outro,0,-7.401,3,0.0,0.0,87.63
Rhian Sheehan,Degrees of Freedom,2002,-10.215,8,0.0,0.0,216.023
Lonnie Johnson,Raining On The Cold_ Cold Ground,0,-17.214000000000002,5,0.0,0.0,70.317
The London Pops Orchestra,The Way We Were,0,-13.522,10,0.0,0.0,71.312
Cali,Pour Jane (Live Acoustique),0,-10.288,0,0.0,0.0,153.667
Line Renaud,Gwendolina,1994,-12.158,7,0.0,0.0,137.567
The Police,Wrapped Around Your Finger,1983,-14.360999999999999,9,0.0,0.0,85.20700000000002
Edwin Hawkins,I'm Going Through,0,-9.298,6,0.0,0.0,91.215
Little Milton,My Way,0,-6.144,3,0.0,0.0,76.415
Andr\xc3\xa9 Blot,Breiz Ma bro,0,-6.0310000000000015,10,0.0,0.0,199.483
Remi Nicole,Rock N Roll,0,-5.39,10,0.0,0.0,84.009
Dave Rave_ Mark McCarron,They Held Hands,0,-13.710999999999999,6,0.0,0.0,102.16
Junior Jack,E Samba (Accapella),0,-12.715,0,0.0,0.0,106.21600000000001
All Leather,As The Hog Pisseth,0,-7.107,2,0.0,0.0,84.56200000000003
Johnny Cash,You Tell Me,1959,-13.136,1,0.0,0.0,196.303
Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,1. Molto allegro con fuoco,0,-19.852,7,0.0,0.0,160.246
Billy Bragg,Goodbye (Solo Version),2008,-17.81,0,0.0,0.0,81.256
Crabby Appleton,Go Back,1970,-4.593999999999999,1,0.0,0.0,89.09100000000002
Juan Carlos Baglietto,Tiempos Dificiles,1982,-14.511,10,0.0,0.0,97.34200000000001
Korn,Make Me Bad,1999,-6.377999999999999,2,0.0,0.0,110.071
Charlie Byrd / Laurindo Almeida,Choro II,0,-18.054000000000002,2,0.0,0.0,115.79799999999999
Clarisse Lavanant,Beaux parleurs,0,-9.366,2,0.0,0.0,177.93099999999995
Michelle Tumes,Hold On (LP Version),0,-9.279,6,0.0,0.0,111.824
Tom Cochrane,Revelations:  Visions In A Dream,0,-13.706,2,0.0,0.0,89.042
Mercedes Castro,Vendiste Los Gueyes -Maldita Miseria-,0,-9.451,2,0.0,0.0,149.293
Knack,Seven Days Of Heaven,0,-5.227,7,0.0,0.0,142.43200000000004
Tum Tum,Money In Da Bank [Screwed],0,-10.525,1,0.0,0.0,206.791
BeauSoleil,'Ti Monde (LP Version),1991,-13.758,5,0.0,0.0,119.663
The Skabs,Woe is Woman,0,-9.732999999999999,7,0.0,0.0,94.072
Kassav',An Mouvman,2009,-8.158,2,0.0,0.0,147.781
Bersuit Vergarabat,De Onda,1998,-7.301,0,0.0,0.0,121.764
Gordon MacRae,Just One Girl,0,-16.71,4,0.0,0.0,103.713
Babbie Mason,Pray On,0,-11.29,8,0.0,0.0,129.88
Maire Brennan,Song Of David (LP Version),0,-13.434000000000001,8,0.0,0.0,65.264
Major Lance,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),0,-8.763,9,0.0,0.0,117.464
Pumpkin Buzzard,Gumby Killed the Dinosaur (House Mix),0,-5.676,10,0.0,0.0,169.771
Sister Hazel,This Kind Of Love (Full Band),0,-12.283,2,0.0,0.0,139.841
Wolfmother,White Feather,2009,-6.183,4,0.0,0.0,110.441
Gabriel Yared,Devon,2003,-19.64,9,0.0,0.0,111.57700000000001
Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988,-22.517,0,0.0,0.0,142.158
Janice Robinson,Dreamer (Jamie J Sanchez Club Mix),0,-6.99,7,0.0,0.0,84.655
Herbert Von Karajan,Si Mi Chiamano Mimila Boheme Act1 Remast,0,-22.384,9,0.0,0.0,75.416
Edmond Leung,Ling Shi Shi Ji Fen,0,-10.67,0,0.0,0.0,113.571
Candlebox,Lover Come Back To Me,0,-7.588999999999999,10,0.0,0.0,125.994
