Artist name_x,Title_x,spotify_id,has_lyrics,flesch_ease,gunning_fog,flesch_readability,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
Leroy Hutson,Ella Weez,6BkF43R2JnpGKQ6P1SM7Ye,1,108.8,1.96,-0.8,0.039,0.67,0.636,0,9,0.138,-13.311,1,0.0854,122.797,0.882,0
Wyclef Jean,Something About Mary,7rtpYICK2kZREmb3ZT7JX5,1,104.34,4.37,1,0.158,0.755,0.66,7.41E-05,5,0.121,-6.662,1,0.0537,95.05,0.618,0
9th Wonder,Saved,0JJamFUqXGwQvyjnQUneaK,1,104.94,3.92,0.8,0.493,0.603,0.91,0,6,0.431,-5.91,0,0.325,85.616,0.721,0
Dolly Parton,Light Of A Clear Blue Morning,5A9scs52hDGefDOTRNio5o,1,114.22,3.36,-0.8,0.575,0.502,0.623,4.04E-06,7,0.285,-10.161,1,0.0864,124.372,0.438,1
Rihanna,SOS,30cSNer6TV8x2utjULVeQ5,1,112.29,4.41,0,0.004,0.677,0.671,5.07E-05,7,0.413,-4.905,1,0.0361,137.046,0.527,1
Fenton Robinson,Somebody Loan Me A Dime,35X1ucjCm7rHK80qJ413ci,1,114.52,3.37,-0.9,0.47,0.69,0.584,2.46E-05,3,0.297,-8.864,1,0.0746,118.017,0.809,0
April Wine,Caught In The Crossfire,1kaaSOYwQNgNU6RwoiFmRl,1,106.97,2.93,0,0.0282,0.478,0.697,6.33E-05,4,0.0557,-12.742,1,0.0503,139.477,0.738,0
Monty Are I,In This Legacy,6WcGiZeqbF6HU76wI3V4Ov,1,105.45,4.01,0.6,0.0012,0.396,0.981,4.27E-05,8,0.298,-4.051,0,0.194,189.957,0.431,0
Anti-Flag,Death Of A Nation,35zEFTbVh7KVLwMXCUkihJ,1,90.87,5.87,2.1,0.000559,0.494,0.896,0,1,0.387,-14.511,1,0.0839,94.263,0.496,0
Commander Cody And His Lost Planet Airmen,Riot In Cell Block #9,3FTlYDWF98rR6BGa5HRBvB,1,106.06,3.04,0.4,0.228,0.616,0.545,0.012,0,0.841,-13.361,1,0.165,114.777,0.502,0
Hank Locklin,Send Me The Pillow You Dream On,5zVjs89nsOIT7I90ETawau,1,107.92,5.64,1.7,0.84,0.595,0.308,4.08E-06,3,0.0942,-11.626,1,0.0333,119.755,0.624,0
Trivium,The Deceived,5Mj2GgUyx6x9QGRb5Z9t9t,1,91.98,3.31,1.6,4.03E-05,0.512,0.946,0.00696,6,0.326,-3.854,0,0.0393,106.038,0.429,0
The Cardigans,Rise & Shine,262XQVqPsv8sZqs7LfPCge,1,116.86,2.12,-1.8,0.00876,0.361,0.846,1.05E-05,4,0.0942,-5.038,1,0.0306,161.633,0.641,0
M83,You Appearing,1CtyaOwQ42QiF7SBOde2pe,1,151.1,1.96,-6.7,0.789,0.341,0.22,0.592,2,0.161,-11.513,1,0.0299,97.454,0.204,0
Bad Religion,The Lie,4huQlewb4Z3UH0wcww8HdC,1,115.23,2.96,-1.2,0.00175,0.503,0.98,0,9,0.49,-3.141,0,0.0707,140.085,0.814,0
Jessica Simpson,Take My Breath Away,7AHZb0GnILBBitj0MxObO5,1,96.08,4.58,2.1,0.252,0.568,0.607,0,7,0.25,-6.006,1,0.0271,99.692,0.405,1
Pursuit Of Happiness,She's So Young,6bKLaQjdWeI9Gxl8xvLusb,1,107.58,2.77,-0.3,0.00036,0.492,0.697,0.0591,7,0.417,-11.022,1,0.0309,133.445,0.921,0
Antimatter,Expire,0d9I9RY7RZyqyqHlsQqlod,1,87.72,7.06,3.3,0.23,0.46,0.486,0.137,6,0.477,-9.402,1,0.0351,172.39,0.0516,0
Becoming The Archetype,End Of The Age,7BnRNLfYm8kpg0cegcqN9h,1,107.89,3.05,-0.4,7.98E-05,0.402,0.863,0.182,2,0.0401,-5.091,0,0.0663,170.328,0.138,0
ISRAEL & NEW BREED,Not Forgotten,5KPwZz5lCLL0XQTlxnB2JB,1,79.09,9.29,6.6,0.153,0.608,0.928,0,6,0.944,-3.737,0,0.0691,96.96,0.536,0
Zeromancer,Send Me An Angel,5h7zraqgGiQg1MSOjyOPUX,1,115.43,2.99,-1.3,3.65E-05,0.597,0.672,0.0455,2,0.372,-6.15,0,0.0356,130.038,0.265,0
The Smashing Pumpkins,Rotten Apples,3XFuPqz7LH9iiMLl4Q8YnN,1,108.4,2.45,-0.6,0.266,0.352,0.302,9.28E-06,1,0.0951,-13.381,1,0.0303,94.558,0.295,0
Redman,Muh- F***a,4Zg3NdPzdGMFEUitbWwo3q,1,89.55,3.41,2.6,0.237,0.794,0.973,0.00277,7,0.221,-5.991,1,0.316,93.217,0.487,0
Don Gibson,Blue Blue Day,0lgckCZ94ZjtCBpjfRL5Su,1,99.57,5.6,2.9,0.794,0.729,0.486,0,4,0.192,-10.84,1,0.0299,100.161,0.978,1
Jan Wayne,Groovin',6W7l65kqEDbGauWLGmdmu3,1,117.06,2.6,-1.9,0.0611,0.78,0.941,0.00511,2,0.0823,-5.459,0,0.0944,140.014,0.464,0
Kathy Troccoli,How Deep The Father's Love For Us,3YfHGlukPKVUkSK0PIuU4a,1,116.04,2.97,-1.5,0.94,0.394,0.0556,0,10,0.104,-15.685,1,0.0331,106.371,0.299,0
Alicia Keys,If I Was Your Woman,0IHa9skAs65KA2AIH4RGFb,1,116.25,2.36,-1.6,0.13,0.75,0.473,5.10E-06,10,0.656,-7.71,0,0.12,82.967,0.627,0
Mariah Carey,Clown,5PIkwFAZ5Vov3M6NFYNnAH,1,104.94,4.21,0.8,0.651,0.698,0.417,0,7,0.383,-9.355,1,0.0587,119.936,0.617,0
Kane,All I Can Do,1bTY8IZ08bALcrTH1Y04Cy,1,117.67,2.48,-2.1,0.111,0.266,0.317,0.000238,8,0.137,-8.912,1,0.0416,184.326,0.169,0
The Plimsouls,Women,4GBWd5tYeywgwIGOH9VhJI,1,117.46,1.88,-2.1,0.115,0.231,0.829,5.78E-06,4,0.942,-6.169,1,0.0699,161.846,0.438,0
Alexisonfire,Mailbox Arson,4opHvYWsCppvUDzg9lanoM,1,115.23,3,-1.2,0.000346,0.196,0.945,1.40E-05,0,0.575,-4.416,0,0.0829,180.565,0.403,0
Aswad,Your Recipe,4ibP5e0CTCDn5OIiQ72DXU,1,105.05,3.44,0.7,0.411,0.747,0.399,1.43E-05,5,0.691,-14.761,0,0.077,143.552,0.775,0
Jonny Lang,One Person At A Time,2xnxaEQiLsOwD5nW4il3do,1,106.57,3.08,0.2,0.0332,0.763,0.601,0,2,0.09,-6.928,0,0.0953,111.252,0.827,0
Deitrick Haddon,Don't Take Your Spirit Away,6aatlkrCJqvMMoIEVJXPnr,1,107.58,2.58,-0.3,0.171,0.807,0.617,0.000255,0,0.0868,-6.606,1,0.0357,131.071,0.884,0
Jennifer Lopez,We Gotta Talk,3HsrcX8pSr7NCxYhfrtczZ,1,106.77,3.05,0.1,0.0253,0.783,0.896,0.00047,5,0.112,-3.942,1,0.0892,132.688,0.841,0
Groundhogs,Split Part One,2N8gl1LIJGZyJeWj3qJYMm,1,97.3,3.72,1.7,0.191,0.275,0.957,0.0282,2,0.129,-2.449,0,0.118,73.655,0.253,0
AFI,Affliction,2pHxFL26gxeS4ZnGTxJZAf,1,108.4,2.12,-0.6,0.00033,0.403,0.906,0.0261,8,0.281,-5.546,0,0.0587,104.59,0.333,0
Cowboy Mouth,Jenny Says,3HSBCz4Tj3l1gtjvXal9ey,1,106.57,2.84,0.2,0.0742,0.528,0.733,1.29E-05,6,0.159,-4.373,0,0.06,78.277,0.728,0
BoDeans,You Don't Get Much,3PpMaAnk8Xp94yCKNA6VfN,1,112.69,3.96,-0.2,0.000285,0.487,0.539,0.000201,2,0.106,-10.97,1,0.0405,120.029,0.367,0
Franco,On and on,15BBXmDNZ9qAORJgu0ZDuA,1,104.44,3.68,1,0.996,0.363,0.0186,0.801,3,0.127,-30.763,1,0.0455,70.275,0.332,0
Foo Fighters,Still,2wvfMTbZDPzpZhOt7z6tVo,1,100.14,2.85,0.6,0.585,0.713,0.296,0.784,5,0.0911,-12.928,1,0.0303,110.696,0.183,0
Planet P Project,A Boy Who Can't Talk Part 2,6JGIRAAdCST14zOtindJvk,1,108.6,2.28,-0.7,0.759,0.592,0.247,0,7,0.19,-9.464,1,0.0343,117.212,0.327,0
Faithless,I Want More - Part 1,42Bm4x42g8W1We8ofQpgLW,1,108.29,4.38,-0.6,0.087,0.683,0.559,0.137,1,0.488,-10.262,1,0.0317,135.987,0.333,0
John Mayall & The Bluesbreakers,I'm Your Witchdoctor,4BKcz6QH2wuuA3yMa2MMjF,1,97.09,3.52,1.7,0.0319,0.358,0.39,0.00026,9,0.0871,-13.872,0,0.0302,78.309,0.748,0
Eurythmics,Better To Have Lost In Love (Than Never To Have Loved),2gnym3haNBKGuS2WWOi1bc,1,97.7,3.71,1.5,0.0308,0.495,0.883,0.00149,5,0.716,-6.158,0,0.0395,140.413,0.435,0
Boyz II Men,Motownphilly,4LxIGAVfcQIw0zAQRyFhU8,1,115.94,2.75,-1.5,0.0143,0.754,0.857,2.14E-05,2,0.278,-9.699,1,0.0605,114.144,0.785,1
Champion Jack Dupree,One Scotch_ One Bourbon_ One Beer,6BaVM8keVeen0I1YOKPjqA,1,114.83,2.92,-1,0.127,0.432,0.667,0.000294,0,0.181,-7.849,1,0.044,173.727,0.907,0
Metallica,Metal Militia,5gQ0LTbcX7gpQDg39gNLH8,1,90.05,3.48,2.4,8.08E-05,0.166,0.956,0.00515,9,0.118,-5.307,1,0.145,176.217,0.238,0
Beastie Boys,Eugene's Lament,18SkB6YUbnY4L23yc1tMCx,0,0,0,0,0.0103,0.577,0.349,0.406,4,0.484,-13.773,1,0.0315,142.614,0.544,0
Johnny Horton,The Woman I Need (Honky Tonk Mind),0LwcRAGlAbact6jRilxMZW,1,103.93,3.88,1.2,0.265,0.632,0.624,1.35E-05,7,0.0376,-11.894,1,0.128,178.774,0.892,0
Freddie King,Key To The Highway,1iLr1O2gtdvj5vNlpubkVw,1,115.64,2.6,-1.4,0.62,0.676,0.383,0.000529,6,0.0479,-11.461,1,0.0317,158.784,0.856,0
Ms. Dynamite,Natural High (Interlude),2FNY5fVH5juOLL1pWdEZa7,1,98.01,4.27,1.4,0.871,0.634,0.265,0,9,0.364,-13.769,0,0.17,110.24,0.636,0
Cartel,Georgia,4doqXdpuEWmQtjTOEGujdJ,1,94.86,4.62,2.6,0.000165,0.479,0.853,4.03E-06,0,0.257,-4.199,0,0.0319,152.034,0.497,0
Josh Turner,What It Ain't,6t0EGwKbYrDMwht659TDAp,1,114.01,3.78,-0.7,0.0104,0.484,0.9,6.02E-06,0,0.486,-4.701,1,0.0455,174.033,0.717,0
Anneli Drecker,Fire Alarm,5CJPDBq6ZnJDjLTLVcxUgm,1,116.04,3.2,-1.5,0.177,0.648,0.694,0.00308,8,0.047,-6.596,1,0.0642,119.944,0.713,0
Janis Joplin,Get It While You Can,3dOfHE5J4Qsj1hJ35vnfn4,1,114.12,3.58,-0.8,0.58,0.39,0.443,0.000184,5,0.125,-9.629,1,0.0298,147.016,0.344,1
Bad Company,Simple Man,5XRmc3McELYoBc2rj0P39u,1,115.03,2.84,-1.1,0.151,0.532,0.503,1.05E-06,0,0.262,-9.645,1,0.0337,143.029,0.774,0
themselves,You Devil You,4xQ1c5U76S1rcxHYxQE5UB,1,106.57,3.15,0.2,0.399,0.49,0.604,0.257,8,0.482,-11.946,1,0.167,120.323,0.268,0
Dave Brockie Experience,Too Much Stuff,5UDoSphfB1agTFhGReCfqQ,1,104.94,4.52,0.8,0.0885,0.633,0.943,0.00436,11,0.288,-3.722,1,0.0537,93.619,0.806,0
Dilated Peoples,World On Wheels,0vonGlSTjuQYe0yYJkU2Rf,1,97.7,4.33,1.5,0.0054,0.607,0.841,1.85E-05,10,0.963,-7.723,0,0.374,176.17,0.69,0
Tiny Tim,Stay Down Here Where You Belong,7rnuKO6Qk9DDPFmcGZjJca,1,103.02,4.45,1.5,0.882,0.565,0.449,0.00701,3,0.0922,-18.278,0,0.0551,103.76,0.531,0
Helmet,Tic,4iyW4RQlmcGj1i1igx17RD,1,116.35,2.66,-1.6,0.000926,0.369,0.771,0.131,7,0.0792,-10.05,1,0.0633,143.971,0.392,0
Foo Fighters,Overdrive,5kxa7byBuZ5MuY7RrIyRL6,1,99.02,2.62,1,0.000193,0.393,0.985,0,2,0.153,-2.594,1,0.114,157.952,0.311,0
Primordial,Here I Am King,0hmHakIB3PWJlZ6uq8JdW0,1,106.97,4,0,1.35E-06,0.0907,0.836,0.955,9,0.277,-5.414,0,0.0623,87.5,0.153,0
Patsy Cline,A Poor Man's Roses,2FTUUr2lKiO5rgEd6t7Kny,1,115.84,3.05,-1.4,0.867,0.425,0.0727,2.56E-05,9,0.134,-18.995,1,0.033,85.743,0.642,0
CoCo Lee,Sunny Day,1OPGi0JXlBuJsgPjRZviB6,1,128.9,4.04,-2.3,0.0672,0.634,0.837,0,6,0.0332,-5.912,1,0.129,129.918,0.287,0
Cancer Bats,Dead Wrong,3UzrkpyC8QQ605oJ2tSxT0,1,106.57,3.27,0.2,2.13E-05,0.381,0.983,0.000835,7,0.0242,-4.157,1,0.0941,84.489,0.2,0
Captain Hollywood Project,All I Want,4EK4JdNDagDd8fVqMwf5Jn,1,115.54,2.64,-1.3,0.102,0.717,0.677,0.0794,4,0.0912,-12.76,0,0.0662,109.877,0.267,0
Johnny Nash,I See God,5J56QCydebFMbimIf9HuTS,1,107.89,2.32,-0.4,0.919,0.174,0.162,0.00177,3,0.115,-15.235,1,0.0354,84.476,0.108,0
John Mayer,Comfortable,26PnyFUmYdeRG7nQrsTpHc,1,106.77,4.21,0.1,0.806,0.328,0.129,3.61E-06,5,0.105,-13.523,1,0.0286,84.73,0.114,0
The Irish Rovers,Up Among The Heather,1pP6ikId3spq6bwqogVopV,1,103.52,4.04,1.3,0.424,0.364,0.976,0.0716,4,0.246,-3.344,0,0.125,192.608,0.842,0
Akon,Don't Matter,7I6DceMT3utDOHjcYCbrr4,1,95.17,4.39,2.5,0.244,0.798,0.443,0,2,0.326,-6.062,1,0.0403,125.232,0.354,1
Johnny Winter,Be Careful With A Fool,3YGsgJqtIWKjMjZtKLk11Z,1,109.45,5.27,1.1,0.282,0.294,0.736,0.0418,7,0.102,-7.961,0,0.151,208.576,0.753,0
Rick Astley,Nature Boy,2cBvRspg8ifSBEfqJ93gCf,1,115.33,3.17,-1.2,0.427,0.68,0.367,0.00218,0,0.112,-9.883,0,0.025,100.078,0.348,0
Orbital,I Don't Know You People,4Omq9NZlB47UugVnYYSVk7,1,125.62,2,-3.1,5.99E-05,0.597,0.698,0.684,6,0.281,-8.996,1,0.0301,137.065,0.619,0
Wolfchant,Guardians Of The Forest,4GsfgBAcYLjJ29ikDkdUZ6,1,108.5,3.76,-0.7,7.78E-06,0.496,0.922,0.841,8,0.0349,-4.951,1,0.0615,104.978,0.6,0
The Ataris,I Won't Spend Another Night Alone,4Ni3C5tFwXyowFzBhaSt2j,1,113.71,3.58,-0.6,0.0018,0.399,0.965,0.000165,5,0.157,-3.034,1,0.0633,151.452,0.49,0
Ronnie Milsap,How Great Thou Art,4libklmbfQSYD2OPqgik8c,1,113.71,4.04,-0.6,0.471,0.493,0.542,0,9,0.127,-6.477,1,0.0239,83.882,0.224,0
SKOLD vs. KMFDM,All Or Nothing,1Fa2lQSpCbnxEcKfZSUscD,1,95.77,5.08,2.2,0.00932,0.608,0.406,0.000261,1,0.116,-6.667,1,0.0658,170.082,0.199,0
Faces,Stay With Me,7fLTytvnvxy653VWxflTRf,1,112.9,3.88,-0.3,0.0969,0.458,0.869,0.0596,9,0.357,-8.381,1,0.032,91.39,0.813,1
Enslavement Of Beauty,And Still I Wither,6jyXc4YEJsNillKEN8DEt7,1,88.94,6.24,2.8,0.000604,0.352,0.888,0.000395,4,0.137,-5.845,1,0.0586,145.017,0.279,0
Toni Braxton,Let Me Show You The Way (Out),07KpA5ZHXUqHHB7FsfyW9n,1,115.64,2.6,-1.4,0.0362,0.62,0.755,0.000777,6,0.341,-4.782,0,0.169,181.972,0.658,0
Tommy Overstreet,If I Miss You Again Tonight,6IZ3j4yjKxHnzK1zIk9QDY,1,124.4,2.74,-2.7,0.681,0.703,0.382,4.11E-05,10,0.18,-10.203,1,0.0253,93.85,0.492,0
Chris Brown,I Love U,6KRSYQhzAVRTY0U87xIKqn,1,113.51,3.75,-0.5,0.0162,0.739,0.658,2.67E-06,2,0.309,-6.793,1,0.101,100.009,0.588,0
Flickerstick,Coke (Live),2uN4KPwBXqK9EltcdItTBK,1,115.74,2.79,-1.4,0.00671,0.216,0.883,0,1,0.808,-6.383,1,0.0541,168.535,0.533,0
A Skylit Drive,Ability To Create A War,3T8ObEDXJV1IBOZh7kYPqJ,1,115.33,2.72,-1.2,0.00518,0.212,0.719,0.00147,10,0.145,-6.172,1,0.0393,139.903,0.0351,0
Daughters,Pants_ Meet Shit,0zEEIptTgLiPmugk7AXBTl,1,87.92,6.25,3.2,1.40E-05,0.251,0.969,0.524,6,0.19,-4.514,0,0.0869,79.098,0.289,0
Amorphis,And I Hear You Call,3cjaPgsQn6KQSYibN8HaMV,1,105.76,3.16,0.5,0.00146,0.192,0.984,0.341,0,0.126,-4.579,1,0.115,133.916,0.248,0
Dave Alvin,Somewhere In Time,0uWlB0hav9zXbmBqGcFrmv,1,106.37,3.36,0.2,0.0714,0.772,0.361,0.137,2,0.0996,-12.925,1,0.0379,107.58,0.66,0
Slim Whitman,China Doll,3EHFbc6WSo2oV0sDEXtDQV,1,117.87,1.72,-2.2,0.963,0.551,0.244,0,4,0.371,-8.485,1,0.0268,107.394,0.434,0
Hot Tuna,Parchman Farm,2y7rb9QckBAUCmQySC7dpG,1,89.34,2.96,2.6,0.856,0.558,0.196,0.309,1,0.455,-17.85,0,0.0364,123.578,0.358,0
Thrice,Betrayal Is A Symptom,4H0OUHvoZ8X81wzwscMQqK,1,98.01,3.13,1.4,0.000261,0.377,0.966,7.75E-06,8,0.0797,-5.54,1,0.0879,110.162,0.402,0
Bob Dylan,Simple Twist Of Fate,3wAX3qn53iQUFE84hpfeen,1,106.77,3.05,0.1,0.665,0.409,0.264,0.00016,4,0.102,-16.273,1,0.0363,137.16,0.355,0
Black Tambourine,Dream Baby Dream,68BY7HWkshsCSq5GkAlZVD,1,100.65,2.62,0.4,0.0116,0.393,0.803,0.725,5,0.106,-10.078,0,0.044,131.455,0.169,0
Small Faces,My Mind's Eye,1L4s8ba8g6GDzPZpu7OHAD,1,101.26,1.89,0.1,0.175,0.406,0.551,0,9,0.593,-9.842,1,0.0347,117.931,0.585,0
Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,1,99.53,3.09,0.8,0.603,0.609,0.445,6.77E-06,7,0.104,-9.129,1,0.106,118.393,0.166,1
Amorphis,Crimson Wave,4ivemDqQO0lI1Lur8CZEHS,1,99.43,3.18,0.8,3.29E-05,0.521,0.859,0.021,9,0.37,-5.805,0,0.0306,108.019,0.615,0
Lost Boyz,What's Wrong,50jO9858T9yKqCyMjDdASx,1,106.77,3.16,0.1,0.241,0.777,0.571,0,1,0.108,-11.584,1,0.0979,98.39,0.705,0
Jimi Hendrix,Hear My Train A Comin',4DmBVImaIhE3RyNvbtZTTz,1,116.35,2.32,-1.6,0.146,0.371,0.634,0.011,10,0.104,-7.648,0,0.0277,84.977,0.568,0
Anti-Flag,On Independence Day,5DtesfBH2NQ3PyHTrLTPhM,1,99.94,2.84,0.6,0.00242,0.301,0.962,5.14E-05,10,0.135,-5.961,0,0.173,155.274,0.413,0
Scott Wesley Brown,I Stand Here Forgiven,4Xk82Rg7pjNJaGjwP4Owke,1,106.77,3.49,0.1,0.171,0.428,0.678,1.25E-06,11,0.569,-7.583,1,0.0306,169.966,0.599,0
Billy Bragg,Loving You Too Long,6TrDGfRSe3nP7FSSX1Sqpr,1,116.35,3.02,-1.6,0.538,0.558,0.488,0.001,7,0.115,-7.098,1,0.046,82.588,0.547,0
DJ Harry,Tragedy in Blue,63PWaj8Kfjp45b2WJTxUDa,0,0,0,0,0.0993,0.792,0.638,0.913,1,0.0899,-5.706,1,0.0339,122.85,0.694,0
Chris Brown,Help Me,38YSiNdmYVgEgXOsi8hvze,1,107.08,2.64,-0.1,0.0213,0.611,0.769,0,11,0.329,-7.056,1,0.284,90.055,0.573,0
Loudon Wainwright III,Rowena,4gJ52ctCzoZJJWnVchoXpm,1,104.64,3.82,0.9,0.905,0.504,0.0787,5.89E-05,0,0.134,-19.687,1,0.0384,69.255,0.15,0
Michael Card,Scandalon,6N5BkDlT8eUKfr23TGuiCg,1,108.4,3.07,-0.6,0.832,0.591,0.305,4.47E-06,1,0.115,-10.832,1,0.0357,84.864,0.355,0
Helmet,Street Crab,6omZs4zDxKddAWlIfDwyLa,1,106.97,2.99,0,0.00413,0.342,0.757,0.00391,9,0.136,-10.887,0,0.0556,140.758,0.315,0
Chris Eaton,All Or Nothing,0eiUTugKbAvcHTc69GiP0n,1,115.23,2.97,-1.2,0.877,0.316,0.191,2.71E-06,7,0.133,-12.738,1,0.0304,70.809,0.173,0
The Robert Cray Band,Phone Booth,7dKQdLc2BBO6HADrAq7NLR,1,116.86,2.12,-1.8,0.0514,0.824,0.757,0.00835,7,0.0917,-8.428,1,0.101,120.506,0.68,0
The Strokes,Meet Me In The Bathroom,08l9WKDuRyGeStQ9ojTlFh,1,112.69,4.09,-0.2,6.70E-05,0.426,0.94,0.883,7,0.0772,-3.973,1,0.0337,139.952,0.595,0
Alicia Keys,Wait Til You See My Smile,6JAzU3Vy6uxrnh2zAd0byh,1,115.54,3.14,-1.3,0.364,0.622,0.506,0.0395,7,0.103,-9.469,1,0.0269,119.942,0.069,0
Dave Hollister,One Woman Man,6hdsNoZWIjPSjxcOnsjIxj,1,107.79,2.7,-0.4,0.0457,0.627,0.647,0,11,0.0655,-6.818,1,0.0294,91.015,0.521,1
Two Man Advantage,Pass The Puck,4QJ9RMuJzLbduq1kNr1YcP,1,117.16,2,-1.9,0.0154,0.284,0.955,0.00181,9,0.364,-3.848,1,0.0559,109.429,0.844,0
Boyz II Men,In My Life,4bOSiU1WI3LbfMqHORI3kR,1,106.67,3.62,0.1,0.804,0.588,0.442,0,2,0.14,-10.186,1,0.0276,95.017,0.381,0
Lady Saw,Get A Straw,3xZLXEbydBq7ffqyXpQwW5,1,113.2,3.7,-0.4,0.283,0.724,0.361,0,0,0.267,-14.624,1,0.377,86.511,0.645,0
Dark Fortress,Incide,2RhjcWQlUPQUAtyU8IUhlu,1,51.55,12.52,8.9,0.767,0.338,0.522,0.731,2,0.737,-14.275,1,0.196,153.052,0.132,0
The Ataris,Whatever Lies Will Help You Rest,0Ewz868apqeY8K8IVcIFR5,1,106.97,3.77,0,0.00488,0.313,0.92,4.39E-05,7,0.406,-4.941,1,0.0662,152.237,0.279,0
Noisettes,Bridge To Canada,18lo2NAFVmOWikULVb2F5B,1,116.96,3.41,-1.9,0.0146,0.472,0.953,5.94E-05,2,0.0889,-2.166,0,0.149,119.613,0.427,0
Roger Clyne & The Peacemakers,Mile High and Risin',6b0zsru68Uiw2NaNqXGleg,1,96.28,3.93,2,0.19,0.635,0.861,1.74E-06,11,0.17,-4.593,1,0.0412,148.918,0.857,0
Max Stalling,Band Intro/ Pila Song Intro,75q6JVXhCG9UpfJyQdqatk,1,95.57,4.67,2.3,0.909,0.602,0.699,0,3,0.863,-10.605,1,0.763,85.964,0.791,0
Ginny Owens,Long Way Home,57tvdc4by3IppLQ69G34nt,1,108.7,2.83,-0.8,0.519,0.563,0.337,1.37E-06,0,0.118,-11.69,1,0.0305,119.899,0.216,0
Semisonic,Gone To The Movies,0b9f7eOodzs1bCmXuAC6VK,1,106.57,3.04,0.2,0.504,0.675,0.323,0.000927,0,0.0881,-9.983,1,0.0259,98.121,0.646,0
Nine Inch Nails,Sin,603q8qCfQVX7uRVnDpRpqb,1,108.7,2.87,-0.8,0.000848,0.631,0.86,0.656,11,0.823,-10.835,1,0.0537,128.434,0.722,0
Otis Spann,Spann's Boogie,3b6VSAR78b0oR7VSqEc14d,0,0,0,0,0.986,0.453,0.365,0.936,2,0.12,-19.888,1,0.0334,116.411,0.957,0
Converge,Locust Reign (Live in California),5XZ6QmRPeyh8ncom13f6Qv,1,98.82,5.93,1.1,3.82E-05,0.287,0.939,0.188,10,0.372,-3.977,1,0.212,108.327,0.137,0
Embrace the End,Intensity In Ten Cities,7jNvVC4yfKfDoThrDpOpad,1,106.37,3.74,0.2,6.75E-05,0.551,0.988,0.00021,7,0.198,-3.074,1,0.17,116.025,0.222,0
The Who,Anyway_ Anyhow_ Anywhere,7u8Z9Y3VFMAELQT1nEchtL,1,107.38,2.52,-0.3,0.523,0.306,0.801,0.0719,2,0.0792,-9.63,1,0.0871,136.629,0.458,0
Bob Marley & The Wailers,Smile Jamaica,5ynoU0jdMWUVoTdr7Dx4Hk,1,99.94,2.12,0.6,0.000744,0.687,0.465,0,11,0.0621,-7.472,0,0.261,145.09,0.671,0
Porter Wagoner,Angel Band,509h66Pj2ZcnzHyjIabSX7,1,103.22,4.16,1.4,0.845,0.573,0.167,2.82E-05,7,0.0969,-12.911,1,0.0289,102.729,0.374,0
Belphegor,The Sukkubus Lustrate,3En0Nai7Ci6PHvi7n2JlRn,1,99.43,3.52,0.8,0.000184,0.444,0.947,0.261,2,0.277,-1.113,1,0.0636,120.031,0.176,0
Ray Davies,See My Friends,5zXMfpC3iyLBlVqDz6yeLy,1,125.72,1.96,-3.2,0.0207,0.446,0.873,0.000987,9,0.0708,-5.187,1,0.0831,160.148,0.594,0
Steve Vai,The Attitude Song,55lmoCZNQDJUwWa3bb4aSe,0,0,0,0,5.38E-05,0.513,0.914,0.772,2,0.326,-8.337,1,0.0946,116.175,0.637,0
Jennifer Lopez,Ain't It Funny,5ahFyKndeg1hqfmNumL3WF,1,103.52,4.78,1.3,0.364,0.781,0.746,0,8,0.098,-2.686,1,0.17,89.43,0.786,0
Outerspace,Fire and Ice,4VgWT7jc0NBucuuM7NRsEd,1,105.25,4.5,0.7,0.167,0.496,0.625,0.674,7,0.417,-5.589,1,0.255,183.386,0.74,0
Brian Littrell,Wish,1hTjEce0jCFMWjDZXtb4Fh,1,106.67,3.3,0.1,0.33,0.391,0.507,0,7,0.123,-5.954,1,0.0297,98.574,0.273,0
Arctic Monkeys,Fake Tales Of San Francisco,4KGyQfes7t5BiaoBvs380e,1,105.76,3.74,0.5,0.00998,0.454,0.778,0,9,0.0427,-4.225,1,0.0449,127.158,0.704,0
Benga,Zero M2,3NAUJaNgHG2MiM1JFrWQyx,0,0,0,0,0.0367,0.654,0.542,0.187,7,0.1,-11.766,1,0.0321,139.979,0.0399,0
Emery,Dear Death Part 2,2GdAvcLr8iDQRP38VLpkGS,1,115.54,2.9,-1.3,0.00118,0.292,0.978,0,1,0.407,-3.121,1,0.0664,175.877,0.358,0
Seven Mary Three,Hammer & a Stone,7LGGHex0ZCszmIuqrprwdS,1,99.53,2.6,0.8,0.927,0.322,0.287,0.574,0,0.69,-12.994,1,0.0302,138.012,0.216,0
The Temper Trap,Sweet Disposition,5RoIXwyTCdyUjpMMkk4uPd,1,115.94,3.04,-1.5,0.0701,0.531,0.821,0.171,2,0.124,-6.812,1,0.0439,129.139,0.34,0
Helen Love,Rollercoasting,2PonLZqqAzpyD2i8bwEJiN,1,89.14,4,2.7,0.12,0.663,0.639,1.01E-06,8,0.0574,-8.221,1,0.0299,99.697,0.818,0
Sunscreem,Perfect Motion,2NTMO7R45RojClYk13EHVK,1,108.29,2.16,-0.6,0.0103,0.823,0.662,0.757,7,0.759,-14.669,1,0.0546,125.045,0.916,0
